,PM2.5_Stationary
481,0.07825218814756107
482,-0.010810914935445393
483,0.021506202908290195
484,0.04167269205840629
485,-0.04167269205840629
486,-0.08894747612040588
487,-0.09763845763785906
488,-0.06624937676002873
489,-0.01379332022974844
490,0.05406721396033509
491,0.11191790227209841
492,0.29354716197642183
493,0.19827546895934534
494,0.06947236798641576
495,-0.08396537423872807
496,0.014493006252312313
497,0.014285956227016339
498,-0.014285956227016339
499,-0.0902868398743899
500,-0.04016603849827938
501,0.008163309972761379
502,0.1222895683999079
503,0.10895117636223839
504,0.012820687607199677
505,-0.06581321423662878
506,-0.07777769554048364
507,-0.022305755855740017
508,-0.00754720506577744
509,-0.015267470965287355
510,0.007662872158370249
511,0.0
512,0.0
513,0.007604598806917107
514,0.00754720506577744
515,0.05841075789043071
516,0.21602606976621797
517,0.15822399685252542
518,0.05226842606156534
519,-0.2513144150533937
520,-0.20398304010624368
521,-0.12419037057945737
522,0.0082304984591004
523,0.04800921534414826
524,0.060624617220846666
525,0.09129141379409011
526,0.3092596552433191
527,0.42658691603070453
528,0.11097174944825028
529,0.0
530,0.0
531,0.0
532,0.0
533,0.0
534,0.0
535,0.0
536,0.0
537,0.0
538,0.0
539,0.0
540,0.0
541,0.0
542,0.0
543,0.0
544,-0.1671848924295385
545,-0.17015101486472428
546,-0.13353138686415456
547,-0.076592441813089
548,-0.00498754126228329
549,0.06765864520278697
550,0.22501095607346677
551,0.1773340092194826
552,0.00623054955653668
553,0.033590943410164886
554,0.035401926006393136
555,0.007220247764958554
556,0.0
557,0.0
558,0.0
559,-0.007220247764958554
560,-0.1005412261561025
561,-0.12623208583055678
562,-0.12783336655120747
563,-0.1136593134985393
564,0.07576004250369417
565,0.046129769792653263
566,0.012220110836998366
567,-0.22618459761439746
568,-0.39285457608968777
569,-0.17185024282891614
570,-0.07410796528559072
571,-0.06967991369905313
572,-0.0749013001547909
573,0.0
574,0.4128451778240909
575,0.31309176821118
576,0.19920333405762403
577,-0.026787314767644066
578,-0.046304565897190564
579,0.05978791562846553
580,0.13353138704416612
581,0.17185025075889593
582,0.1265167117159085
583,0.007220247764958554
584,0.0
585,0.0
586,0.0
587,-0.07932353949916182
588,-0.11544930849777613
589,0.10919928834791959
590,-0.14479023218377307
591,-0.5084130533515281
592,-0.5581108517338125
593,-0.11122562272632486
594,0.0571584073040019
595,0.13491930387563977
596,0.19358473198528792
597,0.2342812790158062
598,0.27012374525644267
599,0.18473409505080296
600,0.33331175715647543
601,0.0
602,0.0
603,0.0
604,0.0
605,-0.021819046759853578
606,-0.07955262926658468
607,-0.08991076715256074
608,-0.10652262692151915
609,-0.10622220891154965
610,-0.08544520211197604
611,-0.053024465751627226
612,-0.5987374555037337
613,0.07796153471295542
614,0.05669533908336977
615,0.1256262038216973
616,-0.013986240996649357
617,-0.3114361327285793
618,-0.4396982266505278
619,-0.2534488577555849
620,-0.14458119889658394
621,0.12516311681022052
622,0.2113090563189408
623,0.3112125274108921
624,0.7551387949536577
625,-0.03333641841522583
626,0.04420609006137477
627,0.11718224864586269
628,0.04235927184516752
629,-0.061777356759584734
630,-0.12516313641805832
631,-0.11155247934950197
632,-0.097797736894778
633,-0.0709517309360237
634,-0.037457559728434564
635,0.0
636,-0.4563566712585079
637,0.3851803984219475
638,0.21325877633962165
639,-0.026847248234143084
640,-0.03460552678215123
641,-0.08062972848676697
642,-0.10451269032560262
643,-0.07933673523916518
644,-0.018519046052412946
645,0.018519046052412946
646,0.07933673523916518
647,0.10451269032560262
648,0.6219708667397814
649,0.04409531809730405
650,0.01941808510295351
651,0.05608946455314179
652,0.07358835407763653
653,-0.02047853064456584
654,-0.08638461108759454
655,-0.1239107896783338
656,-0.13170933936408025
657,-0.12937913081882613
658,-0.1359019901963392
659,-0.11383513501795228
660,-0.3740488797039907
661,0.10742023812064705
662,-0.0870113685721221
663,-0.020408869548524944
664,-0.9111491790562909
665,-0.5725189946362028
666,-0.09531013434980118
667,0.09531013434980118
668,0.12783331696445355
669,0.18232149012731236
670,0.7259368313399681
671,0.9162906350999724
672,0.8073395123464513
673,0.0
674,0.0
675,-0.14698218579229128
676,-0.11653381213610148
677,-0.0381725720477073
678,-0.072612530033211
679,-0.055928550252441145
680,0.026202371249684386
681,-0.01739174195566795
682,-0.09662683123954263
683,-0.12323263408831808
684,-0.12188981052545111
685,-0.07031649392068973
686,-0.20509546636686027
687,-0.04149972746180364
688,-0.23808510853129183
689,-0.11375887240161342
690,0.05849619983604537
691,-0.05849619983604537
692,-0.19933287604359906
693,-0.19415598292835767
694,-0.21868915731404437
695,-0.2803018932587522
696,1.1649871552384934
697,-0.37385972710262383
698,-0.3471961446382854
699,-0.23262224585277114
700,-0.07410795383870816
701,-0.22957437547413062
702,-0.21511130219761865
703,-0.17435331095433482
704,0.0
705,-0.04879014035991991
706,0.09531013434980118
707,0.08701133911085834
708,0.15415062030347182
709,0.3566748367959076
710,-0.10536048788005581
711,0.05406720665039666
712,0.07598588772247128
713,0.04762803764495782
714,0.02298951293928786
715,0.06595795328503073
716,0.1010960964131078
717,0.15963011721862275
718,0.43242086054525264
719,0.6770609904794007
720,0.46661951110574673
721,-0.21051179646561025
722,-0.2400215777510768
723,-0.21916211298134947
724,-0.22148927479872205
725,-0.14183018284575155
726,-0.019231360078604265
727,0.0
728,-0.009756173993527906
729,-0.06062461568898447
730,-0.0757118135428132
731,0.011173299349685806
732,0.43466422363176527
733,0.2303120259932343
734,0.07696103690332423
735,0.010526412432955823
736,0.14588926636397126
737,-0.10485787179087369
738,-0.030614634257391415
739,-0.047754428761545675
740,0.19671028454108574
741,0.18306532027866362
742,0.10573219005894252
743,-0.027120305299748626
744,0.11969033733619439
745,-0.4602947972974012
746,-0.4499168432306031
747,0.0
748,0.08701137067649922
749,0.020619285785501873
750,-0.0136988434198555
751,-0.08638460797636816
752,-0.19900122943746235
753,-0.48665520532757234
754,-0.4434924203930113
755,-0.2646924837549376
756,1.5469173169386363
757,0.10986647086587187
758,-0.2554517777234713
759,-0.2157085548609663
760,-0.1712717033098543
761,-0.0800426985160283
762,-0.14035733975624232
763,-0.13157633852502326
764,-0.031748693274258555
765,-0.03278981744664766
766,0.08004269485302551
767,0.05971922578300615
768,0.3302416461097122
769,-0.0317486949543655
770,-0.0439631185884477
771,-0.057819564200758844
772,-0.011976189612406873
773,0.011976189612406873
774,-0.04879015821705179
775,-0.02531780477916179
776,0.0
777,0.012739024154580392
778,0.03727139016617276
779,0.07061755889909893
780,-0.2146569102281879
781,0.2032282157107297
782,0.03390154784426436
783,-0.03390154784426436
784,0.0
785,-0.09646025454781348
786,-0.051959732179657436
787,-0.04082198896470013
788,0.027398970434361125
789,0.11477549993922276
790,0.23511971711709556
791,0.13353138071976156
792,-0.10536050639856764
793,0.10536050639856764
794,0.0800427012632805
795,0.0812254339214955
796,0.10748590774242173
797,0.1311399926641017
798,0.07530437901168074
799,-0.01566611592629208
800,-0.04301738277021494
801,-0.027856952950846114
802,0.016807117374761926
803,0.09531017475381987
804,0.4831740730830787
805,0.07932353949916182
806,0.0
807,-0.0456296947448549
808,-0.07179368977676548
809,-0.013029499865908178
810,0.0226914104664675
811,0.043894192180789826
812,0.047913354260817
813,0.015953927479454233
814,0.0
815,-0.12717955914970602
816,0.003262645528367525
817,-0.22558952879943384
818,-0.21805447186164395
819,-0.147405283625619
820,-0.10536050912187944
821,-0.0887954927140373
822,-0.06644509450084657
823,-0.023167057492412102
824,0.03077165629932921
825,0.0371790004768795
826,0.0
827,-0.10779656214759559
828,-0.13935550875338176
829,-0.10848063228534821
830,-0.30166827774812144
831,-0.35065681245824987
832,-0.19845089482140899
833,-0.10265412769225879
834,-0.02739896668060915
835,0.08004268630602085
836,0.0
837,0.0
838,0.05001040806684709
839,0.15762890863448553
840,0.318453674300363
841,-0.07878086543384155
842,-0.016529299218970506
843,-0.12405262665740424
844,-0.16362939023883194
845,-0.1177830078786124
846,-0.10536048788005581
847,-0.14953168916810977
848,-0.0666913522517385
849,-0.231801524102337
850,-0.09097173679787796
851,0.09097173679787796
852,0.12260227192512885
853,0.26826389609697243
854,-0.1941559514157678
855,0.0
856,0.06899284767743574
857,0.03278981207030629
858,0.06252033743099794
859,0.02985295423702783
860,0.057158397500084
861,0.13005309437286794
862,0.7750641714849671
863,0.8146684757186344
864,0.16896575787796175
865,0.03711766142552575
866,-0.08004270429971694
867,-0.09180754503584909
868,-0.044233252802492906
869,-0.07836906301893709
870,-0.06744127700382396
871,-0.07859026983967476
872,-0.09217045372722232
873,-0.17271268468562306
874,-0.08552216611966124
875,-0.09352604925732289
876,-0.08167802267050517
877,0.010582108210716257
878,-0.23638874999405823
879,-0.14310082312785566
880,0.22006185438744197
881,0.3417492579845689
882,0.24740815408769468
883,0.05981849123388905
884,0.08647359265929566
885,0.11184829387502448
886,0.11011111289973652
887,-0.03373813800560743
888,-0.42028016828604864
889,0.0788939368083148
890,0.040546091653998584
891,0.07031649392068973
892,0.06569525534046816
893,0.06706422683113189
894,0.03713954497873617
895,0.010362786498605114
896,-0.08607460413785972
897,-0.3142490790932029
898,-0.5237289756548509
899,-0.43178234629567913
900,0.18232152346062747
901,-0.06899285958219181
902,0.035091313653635714
903,-0.42285676007595163
904,-0.34174918650961483
905,-0.2047943284709638
906,-0.14660340242157588
907,0.0
908,0.0
909,0.10008340843169461
910,0.42121330138589186
911,0.3629053985806978
912,1.120118347419776
913,-0.021506203679181546
914,-0.0444517592770266
915,-0.046520012027389424
916,-0.07410796604871628
917,-0.10821357487222372
918,-0.07924936379945313
919,-0.06385146518920726
920,-0.10414024719148873
921,-0.0892311223458302
922,-0.02702866873495169
923,0.02702866873495169
924,0.28768203911845136
925,0.11332867459271867
926,-0.08376987526379498
927,-0.06001800372084887
928,-0.06385146518920726
929,0.010929069337732855
930,0.06317889496669649
931,0.12456271069103719
932,0.12675169491413385
933,0.11247797498359757
934,0.132644465796111
935,0.17609099701485098
936,-0.1949003277930097
937,-0.14994013705264297
938,-0.060624617220846666
939,0.17840764470729598
940,-0.06759328656193553
941,-0.02837069511683943
942,-0.1222895683999079
943,-0.3348475085586635
944,-0.3184536885049041
945,0.04580952903502644
946,0.21414795963383226
947,0.23511971711709556
948,0.0
949,0.03738752857664451
950,0.009132482729244273
951,-0.20067067526013282
952,-0.23712976355499404
953,0.013986240018558638
954,0.10536050176893896
955,0.16126812897910314
956,0.06187539733510938
957,0.11332867459271867
958,0.1566984389562216
959,0.20620702755923626
960,0.2119004478794846
961,0.10485787179087369
962,-0.05105516843010571
963,-0.10536051036682137
964,-0.12975921937218837
965,-0.12838115839602082
966,-0.17958556350101862
967,-0.2822324409557795
968,-0.2732933008381948
969,-0.24116201785585556
970,-0.11551286485839762
971,0.11551286485839762
972,-0.01834913530119353
973,0.5436153689306893
974,-0.3130917484452125
975,-0.4583075039832445
976,-0.17768113201782576
977,-0.11778300093417138
978,-0.031748688233938394
979,0.0
980,0.09237329166802577
981,0.30228079514661044
982,0.5658076642488454
983,0.5400247269439142
984,0.9162906887086897
985,0.0
986,-0.11419236404456878
987,-0.05639968659049677
988,-0.020690392543933456
989,-0.042711116572618835
990,-0.03704127030813664
991,0.0
992,-0.022901763412495058
993,-0.015564515935463596
994,0.0346855566509916
995,0.12449446581039858
996,0.15032108694632296
997,0.0
998,0.0
999,-0.11097174944825028
1000,-0.5140462168569337
1001,-0.00539084834426351
1002,0.08294907867794121
1003,0.06267110394050368
1004,0.05455898176925045
1005,0.08479653306269563
1006,0.2116961577181895
1007,0.13373695948086706
1008,0.0
1009,0.0
1010,0.0
1011,0.0
1012,0.0
1013,0.0
1014,0.0
1015,-0.03663413210601263
1016,-0.08728278151532587
1017,-0.06388726530231903
1018,-0.02460580993723349
1019,-0.010733555259074379
1020,0.007168489221675234
1021,0.055569849224308854
1022,-0.23932099162368914
1023,0.012793350914336088
1024,-0.04329680387841783
1025,-0.10241500065624987
1026,-0.10863383537759441
1027,-0.06199167253324234
1028,0.03428907151887284
1029,0.0809066342464968
1030,0.005167969891362922
1031,-0.10307217954334913
1032,-0.03488725697170025
1033,-0.09294610674597736
1034,-0.116971668527869
1035,-0.10779656214759559
1036,-0.1872115253497455
1037,-0.2682639564287701
1038,-0.22957440855931055
1039,0.04725287740637785
1040,0.07410796116471263
1041,0.04196419322819134
1042,-0.027779560248307078
1043,0.0
1044,0.28061487076660074
1045,0.21887913161486106
1046,0.18658594103231385
1047,0.24419694514561296
1048,0.05406721834629913
1049,-0.47633941558063997
1050,-0.2933477810968599
1051,-0.03468555397719575
1052,0.0899482265427638
1053,0.10212948463687788
1054,-0.16882085171990413
1055,-0.12210268187330042
1056,0.16705406468314843
1057,-0.4855077471003919
1058,-0.17520405483056822
1059,-0.06595795328503073
1060,-0.14660343830671696
1061,-0.27029024807024493
1062,-0.231801524102337
1063,-0.13976187715779786
1064,-0.0512932680717747
1065,0.0
1066,0.0512932680717747
1067,0.09531013434980118
1068,0.12783331696445355
1069,0.5187936315104574
1070,-0.154150640144729
1071,0.02739896668060915
1072,0.0526437196254117
1073,0.12062795865109277
1074,0.10763064100127573
1075,0.09716372955720409
1076,0.07145895121075485
1077,0.09844005664946232
1078,0.2105647394396324
1079,0.20526310254686875
1080,0.4557269051557493
1081,0.11705654820107592
1082,0.12036367565673256
1083,0.13030453615690218
1084,0.0656691006318697
1085,0.04555652971531554
1086,-0.02459140212937605
1087,-0.05545130217034089
1088,-0.017699576316193344
1089,0.022075950724465
1090,0.03854866846591953
1091,0.0411580707992818
1092,0.05872528371301522
1093,0.0037950708245260145
1094,-0.2627431127222333
1095,-0.15991437600162461
1096,-0.11633898495255357
1097,-0.116971668527869
1098,-0.014706146308322232
1099,0.07145895887358833
1100,0.12313267741371714
1101,0.12588023867683473
1102,0.042111483133077776
1103,-0.15587036201221327
1104,0.041303803703740094
1105,-0.023392878206576206
1106,0.029156582591122415
1107,-0.2762533583418483
1108,-0.3719423819369898
1109,-0.05651220387438283
1110,0.022989515581993025
1111,0.0335226882923898
1112,0.053488679227543745
1113,0.0
1114,-0.0317486949543655
1115,-0.5436153689306893
1116,0.07145895121075485
1117,0.08269170216148125
1118,0.23889187455219485
1119,0.04879015821705179
1120,0.15415066282045764
1121,0.27484490116966587
1122,0.08183001215682406
1123,-0.05884049569392946
1124,-0.6061357404390089
1125,-0.13353137278325589
1126,-0.2513143829294402
1127,-0.2809023192777802
1128,0.340325727974643
1129,-0.454736046392364
1130,-0.2384109418599446
1131,-0.12260227192512885
1132,0.12260227192512885
1133,-0.12260227192512885
1134,-0.09097173679787796
1135,-0.15415060046222007
1136,-0.11778296621197992
1137,0.0
1138,0.06062458505175117
1139,0.1625188412625289
1140,1.0647104094063313
1141,0.050430845147526604
1142,-0.10354066105708792
1143,-0.05608945616153482
1144,-0.08004269164789868
1145,-0.08701135805023985
1146,-0.09531015707705781
1147,-0.1335313569102463
1148,-0.05884048270692133
1149,-0.09531014950130423
1150,-0.06899284767743574
1151,0.27871331559646095
1152,0.5787367106271073
1153,-0.046520008419886905
1154,-0.01600033878627749
1155,-0.03278981744664766
1156,0.0
1157,0.0
1158,-0.0512932856156223
1159,-0.09180753238402994
1160,-0.1010960964131078
1161,-0.043485102483476146
1162,-0.0689928556139392
1163,0.0
1164,0.3053815868945531
1165,-0.07275934104178194
1166,-0.0784716000391108
1167,-0.041672687716244994
1168,-0.06595795328503073
1169,-0.12062795865109277
1170,-0.13720108380610485
1171,-0.060624603434087376
1172,0.030771649197059547
1173,0.05884048270692133
1174,0.1335313569102463
1175,0.20294079807833354
1176,0.16862268076795894
1177,-0.12861735415745956
1178,-0.12516311681022052
1179,-0.09309040138580027
1180,-0.07598588772247128
1181,-0.02666823996978751
1182,-0.02739896668060915
1183,-0.028170869030190504
1184,0.0
1185,0.05556983571079965
1186,0.12675167346411986
1187,0.13353136286262446
1188,0.5596156986497227
1189,0.10178268278920655
1190,-0.010810914935445393
1191,-0.05588045214758086
1192,-0.05918886438164073
1193,-0.03727139016617276
1194,-0.03871450718402247
1195,-0.04027389373058665
1196,-0.04196419322819134
1197,-0.014388735381706486
1198,0.05635292860989782
1199,0.2634174187290099
1200,0.5994146554375526
1201,-0.1228536655493353
1202,-0.16290345937325412
1203,-0.22314353208344206
1204,-0.23767162607974912
1205,-0.1726127196906797
1206,-0.13976192063603166
1207,-0.10536049713931095
1208,-0.07696102632131652
1209,-0.040821986186923453
1210,0.0
1211,0.040821986186923453
1212,0.2926695632165601
1213,0.11279547822494851
1214,0.051959732179657436
1215,-0.012739024154580392
1216,-0.05264372655541605
1217,-0.0993724596946095
1218,-0.077558222309285
1219,-0.03278981744664766
1220,-0.0339015459285561
1221,-0.05310981590956132
1222,-0.01834913530119353
1223,-0.03774032086034129
1224,0.2534488577555849
1225,-0.11034803975593266
1226,-0.06899285958219181
1227,-0.07410795841746043
1228,0.019048191342248
1229,-0.019048191342248
1230,-0.1010960964131078
1231,-0.0889474662243186
1232,-0.09763844571180491
1233,-0.10821355533621135
1234,-0.08961213190398087
1235,-0.0984400404856769
1236,0.3462761357927162
1237,0.1150693032736585
1238,-0.09097175750179742
1239,0.0
1240,0.0
1241,0.0
1242,0.02353049187309675
1243,0.0
1244,0.06744126562870068
1245,0.06317888831186291
1246,0.09716372955720409
1247,0.12188979635828145
