,PM2.5_Scaled
700,0.38021900878702597
701,0.3935182770933992
702,0.4320903078493125
703,0.4357068636593502
704,0.4526824555725748
705,0.46737954601527476
706,0.5648725536952167
707,0.5490944884411222
708,0.4139809482629153
709,0.42049060374603536
710,0.4702698983837909
711,0.4608502705055272
712,0.466328205685223
713,0.48070612333726637
714,0.5177200864803035
715,0.5837919713497322
716,0.45719506753043704
717,0.4505369242117845
718,0.4505369242117845
719,0.4505369242117845
720,0.4505369242117845
721,0.4505369242117845
722,0.4505369242117845
723,0.4505369242117845
724,0.4505369242117845
725,0.4505369242117845
726,0.4505369242117845
727,0.4505369242117845
728,0.4505369242117845
729,0.4505369242117845
730,0.4505369242117845
731,0.4505369242117845
732,0.4505369242117845
733,0.41538364687976986
734,0.39139537692034604
735,0.4794720792840983
736,0.42899305520007985
737,0.40446705615814565
738,0.40487601257534156
739,0.3761144091406705
740,0.3253424671882653
741,0.3782512903475588
742,0.4351898328596447
743,0.48077679163903303
744,0.4984899864383894
745,0.5012544240380357
746,0.5196547763180882
747,0.504596787703914
748,0.481910807234472
749,0.48482643817113635
750,0.49253575976075925
751,0.5566705621661566
752,0.24077145992302598
753,0.34193391320334987
754,0.5070215617350989
755,0.483564202798057
756,0.5180674294312307
757,0.46961509048779704
758,0.46324572818989856
759,0.4516765087345754
760,0.4493973396889936
761,0.3689706590909402
762,0.4355577668728559
763,0.6766214303855906
764,0.4505369242117845
765,0.4144370306952663
766,0.3869952227811496
767,0.4330351125195301
768,0.428930438835332
769,0.41814335124458146
770,0.4211955159687307
771,0.40520431704955884
772,0.3927126298174669
773,0.39788549748516155
774,0.41145757237713454
775,0.6334606663747193
776,0.27338524930101993
777,0.3227257079314535
778,0.38194246881040866
779,0.35767425484704707
780,0.3929740644421052
781,0.4581028761902221
782,0.44676817006974284
783,0.39457637938456436
784,0.43333434868677995
785,0.4235772797425607
786,0.4818526679233805
787,0.5451509520873643
788,0.39752727514644987
789,0.4301646544859978
790,0.42930481512732593
791,0.4283691837417518
792,0.44138892097022114
793,0.4596849274533478
794,0.4770233720564331
795,0.5035465729699602
796,0.5258777704609812
797,0.5361217165391808
798,0.5308971306095699
799,0.12975498263458185
800,0.4505369242117845
801,0.4030369275092059
802,0.4700782663943314
803,0.4600301552016208
804,0.45985434450041646
805,0.4505369242117845
806,0.4505369242117845
807,0.4220504686792938
808,0.40985810699835445
809,0.4960769030532524
810,0.5742849829376857
811,0.44291365223474755
812,0.44668153121176063
813,0.40180922742936254
814,0.4106205211498188
815,0.41218493075076923
816,0.42499203139448044
817,0.48103876661837325
818,0.519566419169727
819,0.5225347254971706
820,0.532863195471587
821,0.5240092452745986
822,0.4999792607640892
823,0.41988015299167186
824,0.43447833756545173
825,0.3279642392930613
826,0.37182171536615166
827,0.41698273830766247
828,0.43288155764741637
829,0.4275591267759246
830,0.4215023510394012
831,0.43536613730515866
832,0.42957029421540216
833,0.46112944829748853
834,0.5190286033118406
835,0.8038307320238937
836,0.4129024636774704
837,0.43060852360288304
838,0.42446236765072304
839,0.41160165574694674
840,0.4051795333784537
841,0.4278843246054979
842,0.43370838791667754
843,0.4471026014656195
844,0.4773766916804508
845,0.49730056086419633
846,0.5068107495292736
847,0.4739423692800057
848,0.41090018973769243
849,0.36698724412037
850,0.39208801825064016
851,0.4204906050921925
852,0.4267627539831148
853,0.41698273830766247
854,0.43735382103579884
855,0.45496978388991777
856,0.45928716770963685
857,0.5268534328717865
858,0.6090624952202605
859,0.43953918937993
860,0.41899161033057963
861,0.4231698342129485
862,0.4474021705708789
863,0.4536716778526901
864,0.4505369242117845
865,0.4536522674902095
866,0.4505369242117845
867,0.43476364711869486
868,0.4309321194518547
869,0.4404404048729319
870,0.4505369242117845
871,0.6384172553028258
872,0.3667003078516653
873,0.4042397930257142
874,0.42886043754360137
875,0.4599414285269876
876,0.4893730640891845
877,0.45908885250724996
878,0.441984995916319
879,0.42397276668736444
880,0.42568612839341646
881,0.4376355421830772
882,0.5205706658194221
883,0.7109462663829169
884,0.3658712255987539
885,0.33876839825223487
886,0.3632917016580065
887,0.3871669507539124
888,0.3895859955497888
889,0.41908128684245005
890,0.42558339765803216
891,0.4375801656190426
892,0.4505369242117845
893,0.467739499736789
894,0.47929482673939744
895,0.5071275586953495
896,0.39394628972821943
897,0.4089325454015392
898,0.4675936871644175
899,0.47906184397013396
900,0.520682562773048
901,0.49345238285934295
902,0.4812248696853042
903,0.44755100249088275
904,0.4322394047743696
905,0.43795811074639646
906,0.4376355421830772
907,0.5535743861816854
908,0.40018230050261117
909,0.42643045326012685
910,0.41868284934722716
911,0.40944255632016974
912,0.38993729383142445
913,0.41726024867295014
914,0.44621821683716856
915,0.4675936871644175
916,0.49466391039196694
917,0.5153139270144211
918,0.5343264208657236
919,0.5959915129123051
920,0.23789917566278496
921,0.38799947040086047
922,0.44682379794179816
923,0.46883444342736236
924,0.48524905432774557
925,0.49848998529492056
926,0.47725787589024277
927,0.4840911110486583
928,0.4368269114583988
929,0.40701184596314866
930,0.4684012741839334
931,0.5162553779583312
932,0.387735153033194
933,0.35118731626866556
934,0.3531049404014266
935,0.3715442063887985
936,0.3919056952779205
937,0.42144637715880523
938,0.4322394058835544
939,0.4567103305150446
940,0.47449984842800363
941,0.4789697038184788
942,0.49293051998287835
943,0.4454289989987232
944,0.4657077111184103
945,0.43536613730515866
946,0.4505369242117845
947,0.4755732490469349
948,0.45539808583982233
949,0.4695250763806428
950,0.4733067064829894
951,0.4680387347623861
952,0.44621821683716856
953,0.4675936871644175
954,0.524487533352903
955,0.7060968151795535
956,0.3929080575382
957,0.37985252253323315
958,0.3909257094222044
959,0.39364483547695384
960,0.3943679157377931
961,0.41355590085117166
962,0.42428089829704674
963,0.4275591267759246
964,0.4362290505959636
965,0.4505369242117845
966,0.48331022135780066
967,0.4367517792346266
968,0.4315487720429262
969,0.410265331837918
970,0.43994440012608044
971,0.4558610618298871
972,0.48135020349669
973,0.4842517759372052
974,0.4821337104166028
975,0.467739499736789
976,0.4420091553037681
977,0.43303511366118286
978,0.4765665036704025
979,0.6643068457032101
980,0.37938899720734626
981,0.4038559911933741
982,0.42546494502805876
983,0.439397140896195
984,0.4352895050926821
985,0.45439231721180834
986,0.46192895033086306
987,0.4579907838898788
988,0.45788196453417973
989,0.4613572622532112
990,0.49163129210339923
991,0.6217005571605365
992,0.3555192624854806
993,0.4062450278538937
994,0.4348619389314217
995,0.4814132571145874
996,0.5332021163183965
997,0.49663855307104726
998,0.4528501528383327
999,0.4341164254290795
1000,0.4235991541805885
1001,0.42737100607565065
1002,0.4836660657062228
1003,0.5259757617684638
1004,0.32862263643586526
1005,0.36525657376369336
1006,0.38563759232225003
1007,0.42434599809221635
1008,0.45436299835242544
1009,0.4765344730320796
1010,0.475256873390279
1011,0.4641357609310794
1012,0.46377785496115587
1013,0.48219052638788584
1014,0.5056894945997132
1015,0.5385885161716876
1016,0.29804401190352164
1017,0.39088640000201413
1018,0.4289710660324557
1019,0.49949056802628927
1020,0.5131176488314362
1021,0.453470613770281
1022,0.43869811132407044
1023,0.425989307855039
1024,0.44420820766572705
1025,0.4537112333619694
1026,0.48714407129362003
1027,0.7282971697298268
1028,0.32409401475362254
1029,0.3442217535475538
1030,0.3875640508891718
1031,0.4125470863225325
1032,0.4235169377761142
1033,0.4539948507342757
1034,0.45738228598267416
1035,0.4672536223540738
1036,0.4603066744952554
1037,0.460120572662693
1038,0.4812248696853042
1039,0.5809336938145921
1040,0.3737448684336257
1041,0.405785101553948
1042,0.42963252672632496
1043,0.4255317122790255
1044,0.46940637311984884
1045,0.44119065547747915
1046,0.4345633181096354
1047,0.42728602604139226
1048,0.4225782690442286
1049,0.43595253126619293
1050,0.44682379794179816
1051,0.5135097967372075
1052,0.4235169377761142
1053,0.4574291734804407
1054,0.4739423689342858
1055,0.4760171197058798
1056,0.4628089065647645
1057,0.4654675846254369
1058,0.4735409919195291
1059,0.4778874802132132
1060,0.4889621813102201
1061,0.5064974708933697
1062,0.5299820979177701
1063,0.35767425293721467
1064,0.279432538059154
1065,0.38244312869454844
1066,0.4394787576194029
1067,0.4830079533029917
1068,0.5003921663803798
1069,0.49299444342007276
1070,0.48155172606631025
1071,0.4666814003469473
1072,0.44788189780481646
1073,0.43977445316944913
1074,0.4718364575911554
1075,0.4930095122711056
1076,0.310565503024419
1077,0.32948952720543023
1078,0.35800050368228536
1079,0.42063943774859625
1080,0.4348944318335048
1081,0.4763439302209312
1082,0.4984899837702954
1083,0.5228395578126261
1084,0.5102366582476143
1085,0.5070526947806493
1086,0.5369993140138888
1087,0.41771269950187634
1088,0.3261089438976628
1089,0.42833657322788543
1090,0.4799249163957424
1091,0.4715035549363852
1092,0.45733603212882556
1093,0.44030349354857845
1094,0.44707899768929327
1095,0.41829716439201803
1096,0.45422284784927963
1097,0.4578287377380525
1098,0.5635297228711683
1099,0.554644186003476
1100,0.44818035625224284
1101,0.3850381520237891
1102,0.40846844837463125
1103,0.4505369242117845
1104,0.48990766524165713
1105,0.48199256240080984
1106,0.491979942566927
1107,0.5324214711595531
1108,0.5278100203774911
1109,0.5160116757181873
1110,0.344221751946057
1111,0.47048328330468653
1112,0.38208227782925896
1113,0.3468509229601826
1114,0.4115153338546914
1115,0.4559180058397484
1116,0.4715035553004947
1117,0.4556448496841357
1118,0.39127717702214115
1119,0.3994294555421978
1120,0.4568260852485626
1121,0.4924884073676095
1122,0.617767189375851
1123,0.4294825408644318
1124,0.4330351129000812
1125,0.44830576161611047
1126,0.5154789843449781
1127,0.4992041475649284
1128,0.4628733895934247
1129,0.5033724532408187
1130,0.5110142652867647
1131,0.498237223272051
1132,0.4325202449723834
1133,0.44128072504149535
1134,0.46240677263659014
1135,0.2925903196507479
1136,0.32562095500009586
1137,0.308836544503379
1138,0.4127847463647092
1139,0.5002688664262908
1140,0.47929482744405616
1141,0.4477339847334788
1142,0.4003302137374075
1143,0.41515884235876516
1144,0.42314913857660846
1145,0.4779247098469605
1146,0.558119814227086
1147,0.6445738769613588
1148,0.46496447464615
1149,0.45231162215544346
1150,0.49460981572617285
1151,0.4680803490912637
1152,0.45521720305507585
1153,0.47182036601329713
1154,0.4623064982907241
1155,0.4327776800099204
1156,0.43988029455371924
1157,0.45665403722773334
1158,0.4191793415613693
1159,0.2854375940939461
1160,0.3432960380181421
1161,0.41602330476848526
1162,0.435426889735474
1163,0.4505369242117845
1164,0.4831996574071784
1165,0.4784955797678548
1166,0.4559469369405963
1167,0.431341766002185
1168,0.43923023861348537
1169,0.4418869747504861
1170,0.6089052704496201
1171,0.7885494864273976
1172,0.46338340131449385
1173,0.39233305457083245
1174,0.3954132931017308
1175,0.41345490437846416
1176,0.4196786316010702
1177,0.4429020835051445
1178,0.4716291411254333
1179,0.47781721678315436
1180,0.48169602089942104
1181,0.4921204534686225
1182,0.5108705826114784
1183,0.2690881303825972
1184,0.3541690035105382
1185,0.41181579697448806
1186,0.4702698982051663
1187,0.5019961077115503
1188,0.4826802916524351
1189,0.4439384513181078
1190,0.6681875980501968
1191,0.41134153521396516
1192,0.28841834557003143
1193,0.2754285854462136
1194,0.3977801645341036
1195,0.5792221824239188
1196,0.4505369242117845
1197,0.45249081538032726
1198,0.5429173172306467
1199,0.5285576901662439
1200,0.49949977437495446
1201,0.49168074122036076
1202,0.4754717107137545
1203,0.4460942785510689
1204,0.4593833297341754
1205,0.36598912171506987
1206,0.46837111766652323
1207,0.42222055265787756
1208,0.3656443501972955
1209,0.3745445913718278
1210,0.48743181965266746
1211,0.4785413628665192
1212,0.48009534761595596
1213,0.4367517783952434
1214,0.43636341378156296
1215,0.4408611193374799
1216,0.4633970836854902
1217,0.44253792667923986
1218,0.4102653291502774
1219,0.46091103083551027
1220,0.3828645781027551
1221,0.4406520022604581
1222,0.4564911516122237
1223,0.469890323442527
1224,0.4924124590172328
1225,0.517501667746471
1226,0.45661707491851117
1227,0.4784547439848559
1228,0.49036853142669484
1229,0.472499712699217
1230,0.47279184036984545
1231,0.5087204667222823
1232,0.3441583729454461
1233,0.3912771755096162
1234,0.4550091878651933
1235,0.4230868617230768
1236,0.36904588806310656
1237,0.4001822996404103
1238,0.43607233705774723
1239,0.41357366487547087
1240,0.42981025404825807
1241,0.47575582368870195
1242,0.5193943842104549
1243,0.5774130036805804
1244,0.36841266823065566
1245,0.3979235916621929
1246,0.4405340829491318
1247,0.4565624614164924
1248,0.4662609021486487
1249,0.48782259733678796
1250,0.47679295149702355
1251,0.4656570507830725
1252,0.47791375031160044
1253,0.49405334408602847
