Date,City,AQI,AQI_Stationary
2025-01-11 15:00:00+00:00,New York,28.591667,1.7916659999999993
2025-01-11 16:00:00+00:00,New York,29.741667,1.7416669999999996
2025-01-11 17:00:00+00:00,New York,30.508331,0.9083309999999969
2025-01-11 18:00:00+00:00,New York,31.199999,1.1999989999999983
2025-01-11 19:00:00+00:00,New York,31.291664,2.491662999999999
2025-01-11 20:00:00+00:00,New York,31.449997,5.049999
2025-01-11 21:00:00+00:00,New York,31.524998,8.724998
2025-01-11 22:00:00+00:00,New York,31.48333,10.163329999999998
2025-01-11 23:00:00+00:00,New York,31.10833,2.588329999999999
2025-01-12 00:00:00+00:00,New York,30.474997,-1.7250030000000045
2025-01-12 01:00:00+00:00,New York,29.874996,-2.965004000000004
2025-01-12 02:00:00+00:00,New York,29.166664,-4.473336
2025-01-12 03:00:00+00:00,New York,28.374998,-5.585001999999999
2025-01-12 04:00:00+00:00,New York,27.441666,-5.838334
2025-01-12 05:00:00+00:00,New York,26.341665,-5.778337999999998
2025-01-12 06:00:00+00:00,New York,25.033333,-6.006667
2025-01-12 07:00:00+00:00,New York,24.0,-6.199999999999999
2025-01-12 08:00:00+00:00,New York,23.600002,-5.839998000000001
2025-01-12 09:00:00+00:00,New York,22.0,-7.039997
2025-01-12 10:00:00+00:00,New York,19.1,-10.579999999999998
2025-01-12 11:00:00+00:00,New York,17.6,-13.079998
2025-01-12 12:00:00+00:00,New York,22.92,-8.279998999999997
2025-01-12 13:00:00+00:00,New York,19.8,-7.760000999999999
2025-01-12 14:00:00+00:00,New York,14.400001,-12.549997999999999
2025-01-12 15:00:00+00:00,New York,18.0,-10.591667000000001
2025-01-12 16:00:00+00:00,New York,21.199999,-8.541668000000001
2025-01-12 17:00:00+00:00,New York,23.600002,-6.908328999999998
2025-01-12 18:00:00+00:00,New York,24.0,-7.199998999999998
2025-01-12 19:00:00+00:00,New York,21.6,-9.691664
2025-01-12 20:00:00+00:00,New York,17.6,-13.849996999999998
2025-01-12 21:00:00+00:00,New York,16.5,-15.024998
2025-01-12 22:00:00+00:00,New York,21.239998,-10.243331999999999
2025-01-12 23:00:00+00:00,New York,25.480001,-5.628328999999997
2025-01-13 00:00:00+00:00,New York,28.759998,-1.7149989999999988
2025-01-13 01:00:00+00:00,New York,28.439999,-1.4349969999999992
2025-01-13 02:00:00+00:00,New York,28.0,-1.1666640000000008
2025-01-13 03:00:00+00:00,New York,29.533333,1.1583349999999975
2025-01-13 04:00:00+00:00,New York,33.899998,6.458331999999995
2025-01-13 05:00:00+00:00,New York,37.875,11.533335000000001
2025-01-13 06:00:00+00:00,New York,43.01667,17.983337
2025-01-13 07:00:00+00:00,New York,50.033333,26.033333
2025-01-13 08:00:00+00:00,New York,57.11667,33.516667999999996
2025-01-13 09:00:00+00:00,New York,60.843334,38.843334
2025-01-13 10:00:00+00:00,New York,62.18,43.08
2025-01-13 11:00:00+00:00,New York,63.38667,45.78667
2025-01-13 12:00:00+00:00,New York,64.503334,41.583333999999994
