Time,AQI,PM2.5,PM10,CO,NO2,SO2,O3
2026-02-28T23:00,32,20.7,22.9,557.0,37.9,12.2,30.0
2026-03-01T00:00,32,18.0,20.3,497.0,35.4,11.1,32.0
2026-03-01T01:00,32,16.9,19.1,451.0,33.6,10.3,34.0
2026-03-01T02:00,31,16.8,19.0,403.0,33.3,10.0,33.0
2026-03-01T03:00,31,17.1,19.4,368.0,33.6,10.1,30.0
2026-03-01T04:00,30,17.9,20.3,384.0,34.0,10.4,29.0
2026-03-01T05:00,30,19.0,21.5,506.0,34.8,11.5,28.0
2026-03-01T06:00,30,20.5,23.1,678.0,35.7,12.9,28.0
2026-03-01T07:00,31,19.6,22.5,771.0,33.6,13.0,33.0
2026-03-01T08:00,31,16.8,19.6,704.0,27.9,11.1,41.0
2026-03-01T09:00,31,12.7,15.3,557.0,20.0,8.6,53.0
2026-03-01T10:00,31,11.6,13.6,443.0,13.8,6.6,66.0
2026-03-01T11:00,32,11.5,13.1,408.0,10.8,5.8,79.0
2026-03-01T12:00,37,11.6,12.9,405.0,9.4,5.6,93.0
2026-03-01T13:00,43,11.8,12.8,411.0,8.9,5.5,104.0
2026-03-01T14:00,48,12.2,13.1,402.0,8.3,5.3,112.0
2026-03-01T15:00,51,12.6,13.4,401.0,8.5,5.3,116.0
2026-03-01T16:00,49,12.3,13.1,453.0,11.2,5.9,113.0
2026-03-01T17:00,39,13.4,14.1,621.0,18.7,7.9,98.0
2026-03-01T18:00,32,18.2,18.8,842.0,28.6,10.5,75.0
2026-03-01T19:00,33,29.5,31.5,970.0,38.7,13.3,59.0
2026-03-01T20:00,33,26.8,29.0,921.0,37.5,12.9,54.0
2026-03-01T21:00,34,23.5,25.5,779.0,35.9,12.3,47.0
2026-03-01T22:00,34,20.9,22.8,654.0,34.3,11.7,42.0
2026-03-01T23:00,34,18.8,20.8,582.0,32.7,10.9,41.0
2026-03-02T00:00,34,16.7,18.7,525.0,31.3,10.1,41.0
2026-03-02T01:00,34,16.2,18.3,483.0,30.6,9.6,40.0
2026-03-02T02:00,34,16.8,19.0,445.0,31.4,9.7,37.0
2026-03-02T03:00,34,17.7,19.9,421.0,33.0,10.1,32.0
2026-03-02T04:00,34,18.9,21.2,439.0,34.4,10.9,29.0
2026-03-02T05:00,34,21.0,23.6,549.0,36.0,12.6,27.0
2026-03-02T06:00,34,24.2,27.0,702.0,37.3,14.7,26.0
2026-03-02T07:00,35,22.3,25.8,779.0,35.0,15.0,32.0
2026-03-02T08:00,35,18.0,21.2,706.0,28.9,12.7,39.0
2026-03-02T09:00,35,13.4,16.1,558.0,20.5,9.6,50.0
2026-03-02T10:00,35,11.7,13.9,438.0,14.1,7.2,61.0
2026-03-02T11:00,35,11.4,13.3,385.0,11.5,6.4,74.0
2026-03-02T12:00,36,12.5,14.3,361.0,10.8,6.5,89.0
2026-03-02T13:00,40,13.4,15.1,355.0,10.7,6.6,99.0
2026-03-02T14:00,43,13.6,15.1,353.0,10.1,6.4,105.0
2026-03-02T15:00,45,13.4,14.8,368.0,10.0,6.2,107.0
2026-03-02T16:00,41,13.3,14.6,430.0,12.4,6.7,102.0
2026-03-02T17:00,35,13.3,14.5,592.0,19.6,8.3,85.0
2026-03-02T18:00,35,16.8,17.9,800.0,29.3,10.6,61.0
2026-03-02T19:00,35,25.3,27.6,921.0,40.1,13.1,39.0
2026-03-02T20:00,35,23.7,25.8,876.0,40.0,13.2,35.0
2026-03-02T21:00,35,22.8,25.0,745.0,39.8,13.4,30.0
2026-03-02T22:00,35,21.4,23.7,633.0,39.3,13.2,26.0
2026-03-02T23:00,35,18.9,21.1,584.0,37.9,12.2,25.0
2026-03-03T00:00,35,17.1,19.2,554.0,36.1,10.9,26.0
2026-03-03T01:00,35,17.4,19.6,524.0,35.1,10.0,26.0
2026-03-03T02:00,35,18.2,20.3,472.0,35.8,10.0,24.0
2026-03-03T03:00,35,18.7,20.8,419.0,37.4,10.6,21.0
2026-03-03T04:00,35,19.4,21.5,407.0,38.4,11.3,19.0
2026-03-03T05:00,35,20.0,22.2,480.0,38.9,12.6,18.0
2026-03-03T06:00,35,20.9,23.2,593.0,38.8,14.2,18.0
2026-03-03T07:00,35,19.6,22.4,655.0,34.6,14.0,25.0
2026-03-03T08:00,35,17.6,20.6,612.0,29.1,12.4,32.0
2026-03-03T09:00,34,15.0,17.8,518.0,21.5,10.2,42.0
2026-03-03T10:00,35,14.1,16.8,443.0,15.3,8.4,55.0
2026-03-03T11:00,35,13.9,16.4,410.0,11.8,7.4,72.0
2026-03-03T12:00,37,14.5,16.7,397.0,9.7,6.8,93.0
2026-03-03T13:00,45,15.1,17.1,401.0,9.0,6.6,108.0
2026-03-03T14:00,52,15.9,17.6,411.0,9.1,6.7,118.0
2026-03-03T15:00,56,16.7,17.9,438.0,10.4,7.3,124.0
2026-03-03T16:00,53,17.9,19.2,522.0,14.5,8.4,120.0
2026-03-03T17:00,40,19.3,21.4,733.0,23.7,10.8,100.0
2026-03-03T18:00,37,24.0,26.0,1000.0,35.6,13.8,70.0
2026-03-03T19:00,37,40.5,43.8,1147.0,51.7,14.9,36.0
2026-03-03T20:00,39,35.5,38.0,1064.0,50.8,15.1,28.0
2026-03-03T21:00,40,32.6,34.8,861.0,49.4,15.3,17.0
2026-03-03T22:00,41,30.3,32.4,687.0,47.4,15.0,9.0
2026-03-03T23:00,42,26.7,28.8,599.0,44.4,13.9,8.0
2026-03-04T00:00,43,21.9,24.1,540.0,40.6,12.4,10.0
2026-03-04T01:00,44,18.7,21.0,490.0,37.0,11.1,14.0
2026-03-04T02:00,44,17.0,19.3,432.0,33.2,10.1,19.0
2026-03-04T03:00,44,15.7,18.2,383.0,29.6,9.3,26.0
2026-03-04T04:00,44,15.0,17.4,377.0,27.4,9.0,30.0
2026-03-04T05:00,43,15.6,17.6,458.0,28.3,9.7,29.0
2026-03-04T06:00,42,17.2,19.3,582.0,30.8,10.9,25.0
2026-03-04T07:00,42,21.4,23.8,655.0,32.7,9.7,24.0
2026-03-04T08:00,42,20.7,23.9,626.0,30.1,9.8,29.0
2026-03-04T09:00,43,18.8,22.5,546.0,26.3,9.9,36.0
2026-03-04T10:00,43,18.9,21.8,478.0,22.4,9.6,48.0
2026-03-04T11:00,44,20.9,23.2,438.0,18.3,8.3,68.0
2026-03-04T12:00,45,18.7,20.3,409.0,14.2,6.6,93.0
2026-03-04T13:00,48,19.3,20.7,401.0,11.5,5.4,112.0
2026-03-04T14:00,55,20.4,21.8,411.0,10.4,5.2,123.0
2026-03-04T15:00,59,21.1,22.5,442.0,10.7,5.5,128.0
2026-03-04T16:00,56,20.3,21.8,518.0,13.3,6.4,124.0
2026-03-04T17:00,48,19.9,21.4,696.0,20.0,8.1,106.0
2026-03-04T18:00,49,24.7,26.4,920.0,29.1,10.4,79.0
2026-03-04T19:00,49,26.8,29.6,1043.0,35.6,11.4,48.0
2026-03-04T20:00,46,28.5,31.1,975.0,35.0,11.5,45.0
2026-03-04T21:00,45,29.5,32.0,807.0,34.2,11.6,42.0
2026-03-04T22:00,45,29.6,32.1,663.0,33.8,11.5,38.0
2026-03-04T23:00,45,29.0,31.5,591.0,34.4,11.1,34.0
2026-03-05T00:00,45,29.9,32.6,544.0,35.4,10.6,29.0
2026-03-05T01:00,46,28.2,31.1,503.0,36.0,10.2,26.0
2026-03-05T02:00,48,26.0,29.1,446.0,35.4,9.9,24.0
2026-03-05T03:00,49,24.5,27.5,394.0,34.3,9.6,23.0
2026-03-05T04:00,51,23.4,26.3,398.0,33.9,10.1,22.0
2026-03-05T05:00,52,23.9,26.8,518.0,35.8,12.1,18.0
2026-03-05T06:00,54,28.6,31.9,693.0,38.5,14.8,14.0
2026-03-05T07:00,56,27.6,31.7,790.0,29.5,11.7,28.0
2026-03-05T08:00,57,24.8,29.2,727.0,25.9,10.8,38.0
2026-03-05T09:00,57,22.4,26.5,586.0,20.9,9.4,53.0
2026-03-05T10:00,58,20.0,22.9,475.0,16.2,8.1,69.0
2026-03-05T11:00,58,17.9,19.7,435.0,12.2,6.8,88.0
2026-03-05T12:00,58,16.6,18.3,425.0,8.7,5.4,108.0
2026-03-05T13:00,57,17.9,19.6,429.0,6.6,4.5,123.0
2026-03-05T14:00,60,16.4,17.8,428.0,5.9,4.1,130.0
2026-03-05T15:00,60,16.5,18.0,440.0,6.6,4.1,130.0
2026-03-05T16:00,56,16.8,18.2,506.0,10.0,4.9,124.0
2026-03-05T17:00,55,17.3,18.7,699.0,18.7,7.1,107.0
2026-03-05T18:00,54,25.8,27.4,946.0,30.1,10.1,82.0
2026-03-05T19:00,55,34.0,37.0,1067.0,38.4,11.9,57.0
2026-03-05T20:00,56,30.6,33.1,936.0,36.5,11.4,54.0
2026-03-05T21:00,56,29.4,31.5,678.0,33.9,10.8,49.0
2026-03-05T22:00,56,27.4,29.3,489.0,32.0,10.3,45.0
2026-03-05T23:00,56,24.7,26.5,457.0,31.2,10.1,42.0
2026-03-06T00:00,55,22.7,24.4,494.0,31.1,10.0,39.0
2026-03-06T01:00,54,24.2,25.8,524.0,31.9,10.1,36.0
2026-03-06T02:00,53,27.6,29.5,514.0,34.1,10.1,31.0
2026-03-06T03:00,53,30.2,32.2,498.0,37.3,10.3,26.0
2026-03-06T04:00,54,31.2,33.2,503.0,40.2,11.3,21.0
2026-03-06T05:00,56,35.6,37.7,553.0,43.3,13.7,14.0
2026-03-06T06:00,58,43.2,45.3,624.0,46.0,16.8,9.0
2026-03-06T07:00,60,45.2,45.8,670.0,44.3,23.5,17.0
2026-03-06T08:00,61,42.0,42.8,669.0,39.4,22.5,42.0
2026-03-06T09:00,61,34.3,35.4,643.0,32.4,20.9,77.0
2026-03-06T10:00,62,33.4,34.5,618.0,25.7,19.2,110.0
2026-03-06T11:00,62,34.0,35.0,599.0,19.3,17.0,141.0
2026-03-06T12:00,67,34.1,35.0,581.0,13.1,14.6,170.0
2026-03-06T13:00,71,33.3,34.1,569.0,9.8,12.8,190.0
2026-03-06T14:00,72,34.1,34.9,530.0,10.7,12.0,198.0
2026-03-06T15:00,72,35.0,35.9,498.0,14.3,11.8,195.0
2026-03-06T16:00,69,38.3,39.1,578.0,19.1,11.5,182.0
2026-03-06T17:00,66,31.3,31.8,850.0,24.7,10.5,151.0
2026-03-06T18:00,66,25.9,26.4,1234.0,31.4,9.6,108.0
2026-03-06T19:00,66,23.3,23.6,1594.0,32.1,10.1,79.0
2026-03-06T20:00,66,29.9,30.2,1951.0,39.5,15.0,69.0
2026-03-06T21:00,66,40.2,40.4,2285.0,49.8,21.9,54.0
2026-03-06T22:00,66,50.4,50.8,2400.0,59.1,27.4,41.0
2026-03-06T23:00,67,58.3,58.6,2137.0,66.2,30.5,31.0
2026-03-07T00:00,68,61.2,61.5,1656.0,72.3,32.2,21.0
2026-03-07T01:00,69,63.6,63.8,1239.0,76.6,33.1,14.0
2026-03-07T02:00,71,66.1,66.4,971.0,79.0,33.0,8.0
2026-03-07T03:00,72,68.5,68.7,769.0,79.7,31.9,3.0
2026-03-07T04:00,73,70.5,70.8,660.0,78.6,30.8,3.0
2026-03-07T05:00,74,72.6,72.9,699.0,75.6,30.0,6.0
2026-03-07T06:00,76,75.2,75.4,833.0,70.9,29.2,13.0
2026-03-07T07:00,77,69.4,70.1,930.0,60.3,20.1,24.0
2026-03-07T08:00,77,58.9,59.6,945.0,50.2,18.1,53.0
2026-03-07T09:00,78,38.8,39.8,922.0,36.2,15.3,93.0
2026-03-07T10:00,78,26.6,28.2,870.0,24.3,12.6,127.0
2026-03-07T11:00,78,22.3,23.4,765.0,16.8,10.1,148.0
2026-03-07T12:00,78,19.6,20.5,630.0,11.4,7.7,163.0
2026-03-07T13:00,77,18.0,18.9,537.0,8.3,6.1,174.0
2026-03-07T14:00,77,17.6,18.5,505.0,7.2,5.7,184.0
2026-03-07T15:00,76,20.1,21.2,514.0,8.2,6.0,190.0
2026-03-07T16:00,76,19.4,20.5,577.0,12.1,7.1,185.0
2026-03-07T17:00,75,21.2,22.5,677.0,21.2,9.2,160.0
2026-03-07T18:00,75,31.8,33.5,832.0,33.2,12.1,124.0
2026-03-07T19:00,75,32.2,35.5,1103.0,33.8,9.8,81.0
2026-03-07T20:00,75,29.2,31.2,1659.0,34.5,10.4,73.0
2026-03-07T21:00,75,29.8,31.5,2332.0,35.6,11.2,61.0
2026-03-07T22:00,75,31.9,33.5,2678.0,36.7,11.8,52.0
2026-03-07T23:00,74,34.5,36.4,2365.0,37.9,12.2,47.0
2026-03-08T00:00,73,36.3,38.4,1725.0,39.2,12.4,44.0
2026-03-08T01:00,72,38.6,40.9,1311.0,40.4,12.4,40.0
2026-03-08T02:00,72,41.1,43.4,1435.0,41.3,11.8,34.0
2026-03-08T03:00,71,43.1,45.4,1785.0,42.1,10.9,27.0
2026-03-08T04:00,70,46.4,48.7,1975.0,43.2,11.2,22.0
2026-03-08T05:00,69,50.3,52.5,1812.0,45.8,13.8,18.0
2026-03-08T06:00,68,55.4,57.3,1489.0,48.7,17.6,16.0
2026-03-08T07:00,68,57.0,58.3,1201.0,45.0,15.9,26.0
2026-03-08T08:00,67,43.8,45.3,1012.0,40.3,15.6,51.0
2026-03-08T09:00,67,34.2,36.3,858.0,33.5,15.2,87.0
2026-03-08T10:00,67,31.5,33.8,743.0,27.0,14.2,120.0
2026-03-08T11:00,67,30.0,32.2,676.0,20.9,12.3,147.0
2026-03-08T12:00,68,27.9,30.4,648.0,15.0,9.8,172.0
2026-03-08T13:00,71,26.4,29.1,635.0,11.0,7.9,189.0
2026-03-08T14:00,73,25.4,28.3,624.0,9.0,6.8,200.0
2026-03-08T15:00,73,24.1,27.0,628.0,8.9,6.3,204.0
2026-03-08T16:00,72,22.9,25.7,659.0,11.9,6.7,196.0
2026-03-08T17:00,68,22.6,25.3,747.0,20.7,8.9,168.0
2026-03-08T18:00,68,31.0,34.5,863.0,32.7,12.1,128.0
2026-03-08T19:00,68,35.4,39.0,930.0,40.8,14.2,94.0
2026-03-08T20:00,68,28.9,31.7,899.0,38.1,13.9,87.0
2026-03-08T21:00,68,24.2,26.8,819.0,34.6,13.4,78.0
2026-03-08T22:00,68,21.5,24.1,765.0,32.5,12.9,69.0
2026-03-08T23:00,68,20.4,22.9,746.0,32.6,12.2,62.0
2026-03-09T00:00,67,20.3,22.8,752.0,34.3,11.6,56.0
2026-03-09T01:00,67,24.2,26.8,826.0,38.0,11.9,49.0
2026-03-09T02:00,66,31.1,34.1,1042.0,45.5,13.5,38.0
2026-03-09T03:00,66,37.7,41.0,1326.0,55.1,16.0,25.0
2026-03-09T04:00,66,41.7,45.2,1498.0,61.8,19.4,16.0
2026-03-09T05:00,66,42.7,46.6,1456.0,63.8,25.0,12.0
2026-03-09T06:00,65,46.6,50.5,1302.0,63.0,31.4,12.0
2026-03-09T07:00,65,54.2,59.1,1165.0,59.9,29.5,20.0
2026-03-09T08:00,65,44.6,49.7,1098.0,52.4,26.7,47.0
2026-03-09T09:00,65,33.1,37.4,1049.0,41.7,22.6,86.0
2026-03-09T10:00,65,29.0,32.2,990.0,32.2,18.6,117.0
2026-03-09T11:00,65,25.6,27.2,907.0,24.7,14.6,136.0
2026-03-09T12:00,65,22.5,23.9,816.0,18.4,10.6,148.0
2026-03-09T13:00,65,18.3,19.5,733.0,14.2,7.6,154.0
2026-03-09T14:00,64,25.7,27.5,637.0,12.7,6.0,154.0
2026-03-09T15:00,64,18.9,20.0,550.0,13.4,5.5,147.0
2026-03-09T16:00,64,17.3,19.2,556.0,16.3,5.9,136.0
2026-03-09T17:00,64,19.4,22.2,738.0,22.2,7.4,118.0
2026-03-09T18:00,64,23.7,26.7,1013.0,30.5,9.8,94.0
2026-03-09T19:00,64,35.7,38.9,1212.0,43.1,12.4,65.0
2026-03-09T20:00,64,32.2,34.9,1279.0,45.5,13.3,55.0
2026-03-09T21:00,64,30.2,32.6,1270.0,49.0,14.5,42.0
2026-03-09T22:00,64,38.4,41.4,1188.0,53.3,15.8,30.0
2026-03-09T23:00,64,42.3,45.6,967.0,58.9,17.1,22.0
2026-03-10T00:00,65,43.3,47.0,672.0,65.3,18.3,15.0
2026-03-10T01:00,66,47.4,51.3,501.0,70.0,19.5,10.0
2026-03-10T02:00,67,53.2,57.3,566.0,72.3,20.3,6.0
2026-03-10T03:00,67,60.8,64.5,754.0,73.0,21.1,2.0
2026-03-10T04:00,68,63.1,66.6,922.0,71.7,22.1,2.0
2026-03-10T05:00,69,57.2,60.5,1035.0,68.1,24.4,4.0
2026-03-10T06:00,69,55.8,59.1,1128.0,62.5,27.1,8.0
2026-03-10T07:00,70,46.8,49.8,1169.0,55.0,25.0,17.0
2026-03-10T08:00,69,40.5,43.8,1131.0,48.0,22.5,41.0
2026-03-10T09:00,69,28.6,30.9,1040.0,38.1,18.9,75.0
2026-03-10T10:00,69,21.6,23.2,943.0,29.1,15.2,102.0
2026-03-10T11:00,69,18.2,19.2,846.0,21.6,11.3,118.0
2026-03-10T12:00,69,15.3,15.9,743.0,15.0,7.3,128.0
2026-03-10T13:00,68,14.5,15.1,656.0,11.3,4.7,132.0
2026-03-10T14:00,68,15.1,15.9,565.0,11.3,4.0,130.0
2026-03-10T15:00,68,17.6,20.1,491.0,14.1,4.6,123.0
2026-03-10T16:00,68,20.7,23.4,516.0,19.5,6.2,112.0
2026-03-10T17:00,68,23.2,26.0,751.0,28.8,9.1,97.0
2026-03-10T18:00,68,30.3,33.4,1084.0,40.6,12.9,80.0
2026-03-10T19:00,68,33.8,36.2,1266.0,53.0,14.0,45.0
2026-03-10T20:00,68,42.7,45.3,1130.0,59.8,16.8,34.0
2026-03-10T21:00,69,51.5,54.2,842.0,68.8,20.4,19.0
2026-03-10T22:00,69,54.4,57.0,649.0,73.7,22.0,9.0
2026-03-10T23:00,70,51.9,54.4,679.0,70.4,19.4,8.0
2026-03-11T00:00,70,46.3,48.5,804.0,62.8,14.8,11.0
2026-03-11T01:00,70,39.7,41.8,890.0,56.5,11.5,13.0
2026-03-11T02:00,70,36.7,38.9,870.0,53.4,10.8,11.0
2026-03-11T03:00,70,37.1,39.2,812.0,51.6,11.5,9.0
2026-03-11T04:00,69,39.2,41.2,778.0,50.2,12.6,9.0
2026-03-11T05:00,68,41.2,43.2,805.0,49.7,14.4,11.0
2026-03-11T06:00,67,42.4,44.2,857.0,49.7,16.6,15.0
2026-03-11T07:00,67,39.7,40.3,893.0,43.5,11.0,35.0
2026-03-11T08:00,67,29.3,29.8,903.0,38.2,10.7,60.0
2026-03-11T09:00,66,20.7,21.4,897.0,30.8,10.3,96.0
2026-03-11T10:00,66,18.3,19.0,863.0,24.1,10.0,129.0
2026-03-11T11:00,66,17.9,18.7,776.0,19.0,10.0,157.0
2026-03-11T12:00,70,18.5,19.4,661.0,14.6,10.2,183.0
2026-03-11T13:00,73,20.5,21.7,577.0,11.7,10.4,202.0
2026-03-11T14:00,75,22.2,23.5,550.0,10.4,10.5,215.0
2026-03-11T15:00,76,23.0,24.3,554.0,10.6,10.6,220.0
2026-03-11T16:00,75,23.4,24.7,567.0,12.7,10.8,213.0
2026-03-11T17:00,70,23.1,24.6,589.0,18.3,11.3,183.0
2026-03-11T18:00,67,26.6,29.3,619.0,25.8,11.9,140.0
2026-03-11T19:00,67,20.6,22.8,642.0,28.7,11.8,106.0
2026-03-11T20:00,66,18.2,20.1,653.0,27.3,11.1,97.0
2026-03-11T21:00,65,16.2,18.2,656.0,25.5,10.1,84.0
2026-03-11T22:00,64,15.8,17.6,641.0,25.1,9.4,72.0
2026-03-11T23:00,63,17.3,19.0,587.0,27.1,9.4,63.0
2026-03-12T00:00,62,20.0,21.7,514.0,30.4,9.8,55.0
2026-03-12T01:00,61,23.2,25.0,478.0,33.7,10.2,47.0
2026-03-12T02:00,60,25.4,27.2,496.0,36.8,10.4,40.0
2026-03-12T03:00,60,28.8,30.6,550.0,40.0,10.5,33.0
2026-03-12T04:00,59,32.9,34.9,639.0,42.4,11.0,27.0
2026-03-12T05:00,58,34.3,36.6,806.0,44.5,12.1,19.0
2026-03-12T06:00,56,36.4,38.6,1008.0,45.8,13.5,13.0
2026-03-12T07:00,55,46.6,49.4,1111.0,44.9,13.7,22.0
2026-03-12T08:00,57,35.3,38.9,1033.0,37.8,13.1,49.0
2026-03-12T09:00,58,28.1,32.0,857.0,27.8,12.3,86.0
2026-03-12T10:00,59,25.6,29.5,696.0,19.7,11.2,118.0
2026-03-12T11:00,61,23.1,26.7,581.0,15.2,9.7,138.0
2026-03-12T12:00,64,20.8,24.3,482.0,12.4,7.9,153.0
2026-03-12T13:00,66,19.4,22.8,417.0,10.9,6.6,161.0
2026-03-12T14:00,66,18.4,21.8,399.0,10.2,5.8,164.0
2026-03-12T15:00,65,18.0,21.7,416.0,10.7,5.4,160.0
2026-03-12T16:00,64,18.0,21.9,452.0,12.7,5.6,151.0
2026-03-12T17:00,60,17.5,20.7,520.0,17.7,6.9,132.0
2026-03-12T18:00,58,20.6,23.0,608.0,24.3,8.7,108.0
2026-03-12T19:00,57,18.9,21.1,661.0,27.0,9.7,88.0
2026-03-12T20:00,56,16.2,18.5,652.0,24.9,9.0,84.0
2026-03-12T21:00,56,14.4,16.4,609.0,22.1,7.9,79.0
2026-03-12T22:00,56,13.8,15.7,560.0,20.5,7.2,74.0
2026-03-12T23:00,56,13.9,15.5,502.0,20.9,6.9,69.0
2026-03-13T00:00,55,14.4,15.9,437.0,22.6,7.0,63.0
2026-03-13T01:00,54,16.9,18.4,404.0,24.6,7.1,57.0
2026-03-13T02:00,53,20.4,21.8,411.0,27.0,7.2,51.0
2026-03-13T03:00,52,24.0,25.6,450.0,29.9,7.5,44.0
2026-03-13T04:00,51,26.6,28.2,530.0,32.6,8.2,39.0
2026-03-13T05:00,50,27.7,29.5,703.0,36.1,9.8,32.0
2026-03-13T06:00,49,31.5,33.6,918.0,39.4,11.8,25.0
2026-03-13T07:00,48,35.7,38.3,1030.0,35.6,10.2,37.0
2026-03-13T08:00,47,26.3,29.4,947.0,29.6,9.1,59.0
2026-03-13T09:00,45,20.7,24.4,762.0,21.2,7.4,89.0
2026-03-13T10:00,50,18.7,22.3,608.0,14.3,6.1,115.0
2026-03-13T11:00,61,16.4,19.3,527.0,10.3,5.3,133.0
2026-03-13T12:00,63,14.5,17.1,478.0,7.9,4.7,148.0
2026-03-13T13:00,65,13.8,16.4,462.0,6.6,4.3,157.0
2026-03-13T14:00,66,13.7,16.5,482.0,5.6,3.8,161.0
2026-03-13T15:00,65,14.6,17.7,537.0,5.8,3.5,160.0
2026-03-13T16:00,64,15.3,18.6,624.0,9.1,4.2,152.0
2026-03-13T17:00,60,21.5,25.7,777.0,18.4,6.6,131.0
2026-03-13T18:00,43,24.4,27.0,963.0,30.9,10.0,104.0
2026-03-13T19:00,40,31.8,34.9,1080.0,37.6,11.5,81.0
2026-03-13T20:00,41,29.3,32.0,1060.0,36.0,12.3,79.0
2026-03-13T21:00,43,29.2,32.0,971.0,33.8,13.4,76.0
2026-03-13T22:00,46,32.1,34.8,912.0,32.8,14.1,71.0
2026-03-13T23:00,49,34.5,37.1,926.0,33.9,14.0,64.0
2026-03-14T00:00,52,35.7,38.3,971.0,36.1,13.6,55.0
2026-03-14T01:00,56,36.7,39.1,1014.0,38.1,13.3,47.0
2026-03-14T02:00,59,38.0,40.2,1040.0,39.4,13.5,42.0
2026-03-14T03:00,60,39.8,41.9,1065.0,40.5,13.8,38.0
2026-03-14T04:00,61,42.8,44.9,1103.0,41.8,14.2,35.0
2026-03-14T05:00,61,45.9,48.0,1187.0,44.8,14.7,30.0
2026-03-14T06:00,62,47.8,49.9,1285.0,48.0,15.3,25.0
2026-03-14T07:00,63,37.5,39.7,1317.0,49.1,14.2,24.0
2026-03-14T08:00,63,36.6,39.2,1230.0,41.7,13.4,49.0
2026-03-14T09:00,63,30.9,33.6,1077.0,31.4,12.1,85.0
2026-03-14T10:00,63,23.1,25.3,941.0,22.3,10.7,117.0
2026-03-14T11:00,64,20.0,22.4,854.0,15.6,8.9,142.0
2026-03-14T12:00,66,17.4,19.8,785.0,10.1,6.9,164.0
2026-03-14T13:00,68,16.0,18.3,722.0,6.7,5.5,176.0
2026-03-14T14:00,68,15.2,17.5,647.0,5.8,4.8,176.0
2026-03-14T15:00,67,15.2,17.8,578.0,7.1,4.7,168.0
2026-03-14T16:00,64,14.8,17.4,559.0,10.0,5.1,154.0
2026-03-14T17:00,64,15.1,17.5,629.0,15.6,6.3,134.0
2026-03-14T18:00,64,21.7,23.7,749.0,22.9,7.9,110.0
2026-03-14T19:00,64,23.1,25.1,847.0,30.2,9.7,87.0
2026-03-14T20:00,63,19.4,20.6,903.0,30.7,10.0,78.0
2026-03-14T21:00,63,18.7,19.4,936.0,31.6,10.5,65.0
2026-03-14T22:00,63,24.2,25.0,935.0,33.5,10.7,53.0
2026-03-14T23:00,62,28.3,29.5,866.0,37.4,10.6,42.0
2026-03-15T00:00,62,30.5,31.9,762.0,42.3,10.2,32.0
2026-03-15T01:00,62,31.9,33.4,712.0,46.3,10.0,23.0
2026-03-15T02:00,62,33.6,35.4,768.0,48.8,9.8,17.0
2026-03-15T03:00,62,36.9,38.9,878.0,50.4,9.6,12.0
2026-03-15T04:00,62,40.2,42.4,969.0,51.3,10.1,11.0
2026-03-15T05:00,61,42.7,44.9,1018.0,52.1,12.0,11.0
2026-03-15T06:00,61,47.1,49.6,1048.0,52.3,14.5,14.0
2026-03-15T07:00,61,54.5,56.8,1054.0,50.1,15.9,26.0
2026-03-15T08:00,62,34.2,37.5,1031.0,44.2,15.5,53.0
2026-03-15T09:00,62,29.7,33.9,984.0,35.9,14.0,89.0
2026-03-15T10:00,62,24.9,28.9,921.0,27.9,12.0,119.0
2026-03-15T11:00,62,19.5,22.6,836.0,20.3,9.2,137.0
2026-03-15T12:00,63,14.7,16.9,737.0,12.9,6.0,149.0
2026-03-15T13:00,65,11.8,13.7,651.0,7.8,3.6,155.0
2026-03-15T14:00,64,11.0,12.9,584.0,5.9,2.8,153.0
2026-03-15T15:00,63,10.5,12.7,531.0,6.4,2.9,144.0
2026-03-15T16:00,61,10.6,12.8,508.0,8.5,3.5,132.0
2026-03-15T17:00,61,12.2,14.1,539.0,13.2,4.7,117.0
2026-03-15T18:00,61,15.0,16.3,601.0,19.5,6.4,99.0
2026-03-15T19:00,61,13.8,14.8,636.0,24.0,7.6,84.0
2026-03-15T20:00,61,12.8,13.9,618.0,24.8,8.1,75.0
2026-03-15T21:00,60,13.6,14.6,574.0,23.9,8.1,70.0
2026-03-15T22:00,60,15.2,16.2,526.0,23.3,7.9,65.0
2026-03-15T23:00,59,15.7,16.5,474.0,23.7,7.3,60.0
