Time,AQI,PM2.5,PM10,CO,NO2,SO2,O3
2026-01-01T00:00,52,12.4,14.1,369.0,22.1,7.8,74.0
2026-01-01T01:00,52,12.0,13.7,330.0,22.3,7.4,72.0
2026-01-01T02:00,51,12.2,13.9,305.0,22.4,7.1,68.0
2026-01-01T03:00,51,13.0,14.8,301.0,22.9,7.2,64.0
2026-01-01T04:00,51,14.2,16.1,362.0,24.5,7.9,59.0
2026-01-01T05:00,50,15.7,17.6,549.0,28.4,9.7,52.0
2026-01-01T06:00,49,18.4,20.5,800.0,33.3,12.1,45.0
2026-01-01T07:00,48,23.3,25.7,974.0,34.0,11.7,40.0
2026-01-01T08:00,46,21.7,24.6,1003.0,31.1,11.7,54.0
2026-01-01T09:00,46,20.7,24.1,954.0,27.1,11.8,74.0
2026-01-01T10:00,46,19.2,22.2,895.0,23.6,12.0,94.0
2026-01-01T11:00,50,19.8,21.1,842.0,21.0,12.4,115.0
2026-01-01T12:00,61,22.2,23.3,777.0,18.9,13.0,136.0
2026-01-01T13:00,64,24.4,25.4,714.0,18.1,13.7,152.0
2026-01-01T14:00,66,26.5,27.4,639.0,18.5,14.6,164.0
2026-01-01T15:00,67,28.4,29.2,566.0,20.1,15.6,171.0
2026-01-01T16:00,67,29.8,30.6,550.0,23.5,16.5,167.0
2026-01-01T17:00,62,32.7,33.5,655.0,31.0,17.3,143.0
2026-01-01T18:00,46,36.4,37.4,817.0,40.4,17.9,108.0
2026-01-01T19:00,46,48.7,49.6,898.0,55.7,21.2,78.0
2026-01-01T20:00,48,32.4,34.3,810.0,46.3,18.2,80.0
2026-01-01T21:00,49,22.1,23.9,641.0,33.5,14.0,82.0
2026-01-01T22:00,49,17.6,19.2,514.0,24.7,10.8,81.0
2026-01-01T23:00,50,16.4,18.0,477.0,23.6,9.5,74.0
2026-01-02T00:00,50,16.3,17.6,481.0,26.5,9.1,63.0
2026-01-02T01:00,51,18.9,20.1,509.0,30.2,9.4,52.0
2026-01-02T02:00,52,21.8,23.1,566.0,34.4,10.4,41.0
2026-01-02T03:00,53,26.0,27.1,646.0,39.4,12.0,29.0
2026-01-02T04:00,56,29.5,30.4,710.0,43.0,13.8,21.0
2026-01-02T05:00,58,31.2,31.9,736.0,44.4,16.0,16.0
2026-01-02T06:00,60,32.7,33.5,745.0,44.4,18.4,13.0
2026-01-02T07:00,61,41.2,43.4,761.0,44.2,21.0,19.0
2026-01-02T08:00,61,34.0,36.1,810.0,42.0,20.7,36.0
2026-01-02T09:00,62,30.6,32.5,866.0,38.9,20.3,61.0
2026-01-02T10:00,62,25.9,27.0,877.0,35.1,19.3,84.0
2026-01-02T11:00,62,22.6,23.7,804.0,30.0,17.4,105.0
2026-01-02T12:00,62,21.4,22.7,685.0,24.3,15.0,125.0
2026-01-02T13:00,62,21.6,23.3,582.0,20.6,13.2,139.0
2026-01-02T14:00,63,22.1,24.4,483.0,19.0,12.3,147.0
2026-01-02T15:00,63,22.6,25.9,400.0,19.5,11.9,148.0
2026-01-02T16:00,62,24.0,27.8,425.0,24.3,12.7,140.0
2026-01-02T17:00,62,28.3,32.7,657.0,37.5,15.3,114.0
2026-01-02T18:00,61,39.9,44.1,997.0,55.0,19.0,78.0
2026-01-02T19:00,62,41.8,44.9,1242.0,59.0,18.5,51.0
2026-01-02T20:00,61,36.7,39.2,1290.0,56.0,18.5,46.0
2026-01-02T21:00,62,35.6,37.7,1244.0,52.1,18.4,39.0
2026-01-02T22:00,62,38.5,41.0,1208.0,49.8,18.4,32.0
2026-01-02T23:00,63,40.4,42.7,1256.0,51.0,18.1,26.0
2026-01-03T00:00,63,41.0,43.1,1315.0,53.9,17.9,19.0
2026-01-03T01:00,64,41.6,43.7,1271.0,55.9,18.9,15.0
2026-01-03T02:00,65,43.1,45.2,995.0,56.1,22.3,14.0
2026-01-03T03:00,66,44.0,46.1,616.0,55.4,26.8,14.0
2026-01-03T04:00,66,44.2,46.3,413.0,54.2,29.7,15.0
2026-01-03T05:00,67,40.2,42.3,567.0,52.3,29.5,14.0
2026-01-03T06:00,67,40.4,42.1,896.0,49.8,27.8,13.0
2026-01-03T07:00,67,47.5,49.1,1130.0,45.6,23.0,21.0
2026-01-03T08:00,68,41.3,42.4,1161.0,43.9,23.5,37.0
2026-01-03T09:00,68,37.8,39.2,1096.0,41.4,24.2,59.0
2026-01-03T10:00,68,35.5,37.1,986.0,38.1,24.1,82.0
2026-01-03T11:00,68,34.7,36.4,810.0,33.5,22.8,105.0
2026-01-03T12:00,69,34.3,36.2,590.0,28.2,20.8,127.0
2026-01-03T13:00,69,33.8,35.7,437.0,24.2,18.7,143.0
2026-01-03T14:00,70,32.4,34.3,396.0,21.3,16.3,151.0
2026-01-03T15:00,70,31.0,32.8,422.0,19.6,13.9,153.0
2026-01-03T16:00,70,29.3,31.2,496.0,21.8,12.8,145.0
2026-01-03T17:00,70,30.0,31.8,621.0,31.1,13.9,121.0
2026-01-03T18:00,70,36.7,39.0,793.0,44.3,16.3,86.0
2026-01-03T19:00,70,47.7,51.5,982.0,65.9,21.2,48.0
2026-01-03T20:00,71,41.1,44.0,1208.0,63.4,21.9,44.0
2026-01-03T21:00,71,39.1,41.8,1450.0,60.0,22.9,39.0
2026-01-03T22:00,71,41.9,44.8,1617.0,57.6,23.0,33.0
2026-01-03T23:00,71,45.8,48.8,1681.0,57.4,21.4,28.0
2026-01-04T00:00,71,44.9,47.8,1670.0,58.4,18.9,22.0
2026-01-04T01:00,71,42.6,45.5,1571.0,58.8,17.6,18.0
2026-01-04T02:00,71,38.6,40.9,1309.0,58.5,18.5,15.0
2026-01-04T03:00,71,36.7,38.5,960.0,57.8,20.4,13.0
2026-01-04T04:00,71,35.7,37.6,734.0,55.9,22.0,13.0
2026-01-04T05:00,71,34.6,36.2,764.0,52.2,22.8,15.0
2026-01-04T06:00,70,32.6,34.2,918.0,47.4,23.3,18.0
2026-01-04T07:00,70,33.3,34.7,1007.0,42.0,23.7,25.0
2026-01-04T08:00,70,30.7,32.1,945.0,38.4,22.9,41.0
2026-01-04T09:00,69,27.9,30.2,819.0,33.4,21.8,64.0
2026-01-04T10:00,69,26.5,28.9,704.0,28.4,20.1,87.0
2026-01-04T11:00,69,24.6,26.6,619.0,23.6,17.4,110.0
2026-01-04T12:00,68,23.3,25.4,546.0,18.8,14.2,133.0
2026-01-04T13:00,68,22.4,24.6,502.0,15.7,11.8,150.0
2026-01-04T14:00,68,22.4,24.6,496.0,14.3,10.5,160.0
2026-01-04T15:00,67,23.0,25.1,520.0,14.6,10.1,164.0
2026-01-04T16:00,67,23.9,26.0,565.0,17.8,11.0,162.0
2026-01-04T17:00,67,32.1,33.6,643.0,27.0,14.3,153.0
2026-01-04T18:00,67,43.5,45.1,741.0,39.1,18.9,138.0
2026-01-04T19:00,67,55.5,57.5,814.0,62.7,22.8,80.0
2026-01-04T20:00,67,51.1,53.0,824.0,54.7,21.9,86.0
2026-01-04T21:00,68,41.3,43.0,810.0,43.9,20.6,92.0
2026-01-04T22:00,68,33.6,34.9,838.0,36.8,19.7,93.0
2026-01-04T23:00,68,32.1,34.2,966.0,36.7,19.3,82.0
2026-01-05T00:00,67,33.3,35.5,1137.0,40.5,19.2,64.0
2026-01-05T01:00,67,36.6,39.0,1249.0,45.2,20.0,48.0
2026-01-05T02:00,67,39.8,42.4,1239.0,50.8,21.8,36.0
2026-01-05T03:00,67,42.3,44.9,1171.0,57.3,24.3,26.0
2026-01-05T04:00,67,42.3,44.9,1131.0,62.5,27.4,18.0
2026-01-05T05:00,67,43.1,45.6,1171.0,65.7,31.4,12.0
2026-01-05T06:00,67,44.0,46.1,1240.0,67.6,35.9,9.0
2026-01-05T07:00,68,46.3,48.4,1267.0,60.8,32.2,10.0
2026-01-05T08:00,68,46.3,48.5,1215.0,58.2,36.4,25.0
2026-01-05T09:00,69,42.8,44.8,1121.0,54.4,41.9,46.0
2026-01-05T10:00,69,39.5,41.1,1033.0,50.0,44.7,69.0
2026-01-05T11:00,70,35.7,36.7,956.0,43.9,42.1,94.0
2026-01-05T12:00,70,34.5,35.4,884.0,37.3,36.8,121.0
2026-01-05T13:00,70,33.8,34.6,847.0,33.7,32.3,137.0
2026-01-05T14:00,71,35.9,36.8,842.0,35.4,30.2,139.0
2026-01-05T15:00,71,37.1,38.2,873.0,40.2,28.9,130.0
2026-01-05T16:00,72,33.8,34.8,978.0,45.3,27.2,116.0
2026-01-05T17:00,72,34.2,35.4,1267.0,50.3,24.2,93.0
2026-01-05T18:00,72,36.6,37.6,1631.0,55.7,20.7,63.0
2026-01-05T19:00,72,35.6,37.3,1783.0,46.4,15.7,69.0
2026-01-05T20:00,71,30.0,32.4,1501.0,43.1,14.5,61.0
2026-01-05T21:00,70,25.0,26.8,1007.0,38.6,12.8,50.0
2026-01-05T22:00,70,24.0,25.7,681.0,36.1,11.6,40.0
2026-01-05T23:00,69,25.1,26.8,716.0,37.2,11.1,32.0
2026-01-06T00:00,69,26.4,28.1,919.0,40.3,11.0,26.0
2026-01-06T01:00,69,25.6,27.4,1091.0,43.6,11.5,20.0
2026-01-06T02:00,69,25.4,27.2,1165.0,46.7,12.3,16.0
2026-01-06T03:00,68,26.3,28.1,1208.0,50.0,13.5,13.0
2026-01-06T04:00,68,27.2,29.0,1228.0,52.5,16.1,11.0
2026-01-06T05:00,67,29.4,31.4,1225.0,54.1,21.1,10.0
2026-01-06T06:00,67,34.8,36.9,1198.0,55.0,27.3,11.0
2026-01-06T07:00,66,38.2,40.7,1151.0,47.0,16.1,16.0
2026-01-06T08:00,66,24.7,27.2,1070.0,44.9,16.0,27.0
2026-01-06T09:00,65,21.7,24.6,968.0,42.1,15.9,43.0
2026-01-06T10:00,65,24.3,28.2,894.0,39.7,15.6,57.0
2026-01-06T11:00,64,24.2,26.4,871.0,38.3,15.0,69.0
2026-01-06T12:00,64,22.8,24.2,876.0,37.4,14.3,79.0
2026-01-06T13:00,63,22.5,23.8,881.0,36.9,13.7,86.0
2026-01-06T14:00,63,22.6,23.9,861.0,35.8,12.8,90.0
2026-01-06T15:00,63,23.5,24.7,843.0,35.2,12.0,91.0
2026-01-06T16:00,62,24.4,25.3,876.0,38.1,12.5,87.0
2026-01-06T17:00,62,26.8,29.3,980.0,48.6,15.9,73.0
2026-01-06T18:00,62,34.0,37.3,1136.0,62.6,20.7,53.0
2026-01-06T19:00,61,25.9,27.9,1337.0,46.2,14.5,50.0
2026-01-06T20:00,61,26.4,28.1,1693.0,47.9,16.7,45.0
2026-01-06T21:00,61,30.5,32.2,2095.0,50.3,19.6,38.0
2026-01-06T22:00,61,38.9,40.6,2208.0,52.0,21.4,32.0
2026-01-06T23:00,62,39.9,41.4,1760.0,52.6,21.0,28.0
2026-01-07T00:00,62,36.3,37.7,1022.0,52.6,19.4,25.0
2026-01-07T01:00,63,35.0,36.3,474.0,52.3,18.5,23.0
2026-01-07T02:00,63,33.5,34.2,315.0,51.5,18.8,23.0
2026-01-07T03:00,63,31.9,32.4,347.0,50.5,19.7,25.0
2026-01-07T04:00,63,31.3,31.9,448.0,50.4,21.2,26.0
2026-01-07T05:00,63,31.8,32.2,623.0,52.9,24.2,22.0
2026-01-07T06:00,64,34.1,34.6,869.0,56.3,27.8,18.0
2026-01-07T07:00,64,55.3,56.6,1054.0,55.6,32.2,21.0
2026-01-07T08:00,64,55.5,56.2,1134.0,55.1,32.1,31.0
2026-01-07T09:00,65,52.0,53.0,1155.0,54.2,31.8,47.0
2026-01-07T10:00,66,41.6,42.7,1118.0,52.0,30.8,65.0
2026-01-07T11:00,67,36.9,38.2,991.0,46.9,28.4,88.0
2026-01-07T12:00,67,36.6,37.8,808.0,40.5,25.2,114.0
2026-01-07T13:00,68,36.9,38.2,670.0,36.1,23.2,135.0
2026-01-07T14:00,68,38.1,39.3,613.0,35.0,23.4,149.0
2026-01-07T15:00,69,39.7,40.9,600.0,35.9,24.7,158.0
2026-01-07T16:00,69,39.6,40.7,630.0,38.3,25.3,156.0
2026-01-07T17:00,70,39.9,41.0,716.0,43.8,24.4,134.0
2026-01-07T18:00,70,41.4,42.4,844.0,50.8,22.8,101.0
2026-01-07T19:00,70,36.3,37.3,965.0,50.4,19.5,75.0
2026-01-07T20:00,71,32.7,34.1,1051.0,45.2,17.2,70.0
2026-01-07T21:00,71,29.2,30.2,1129.0,38.0,14.0,62.0
2026-01-07T22:00,71,25.9,26.4,1235.0,33.0,11.3,55.0
2026-01-07T23:00,70,26.2,26.6,1451.0,31.8,9.4,49.0
2026-01-08T00:00,70,24.7,25.1,1694.0,32.7,8.0,44.0
2026-01-08T01:00,70,25.0,25.4,1750.0,35.3,8.1,38.0
2026-01-08T02:00,69,27.4,27.7,1416.0,40.7,10.6,31.0
2026-01-08T03:00,69,31.5,31.9,895.0,47.7,14.6,24.0
2026-01-08T04:00,69,35.4,35.7,583.0,52.4,18.6,19.0
2026-01-08T05:00,69,38.9,39.1,722.0,52.7,22.6,17.0
2026-01-08T06:00,69,42.0,42.3,1071.0,50.7,26.6,17.0
2026-01-08T07:00,70,44.6,45.3,1298.0,41.6,17.8,22.0
2026-01-08T08:00,69,36.2,36.7,1253.0,39.4,17.0,38.0
2026-01-08T09:00,69,32.0,32.8,1087.0,36.1,16.0,62.0
2026-01-08T10:00,68,27.7,28.6,923.0,32.3,14.8,84.0
2026-01-08T11:00,67,25.7,26.5,793.0,27.3,13.6,105.0
2026-01-08T12:00,67,25.7,26.5,666.0,21.7,12.2,125.0
2026-01-08T13:00,67,24.2,25.0,571.0,17.6,11.1,139.0
2026-01-08T14:00,66,23.2,23.9,505.0,14.9,10.2,148.0
2026-01-08T15:00,66,22.8,23.4,470.0,13.8,9.4,150.0
2026-01-08T16:00,65,22.3,22.9,508.0,17.0,9.2,143.0
2026-01-08T17:00,65,23.2,23.7,672.0,28.4,10.0,118.0
2026-01-08T18:00,64,33.8,34.6,909.0,44.1,11.3,83.0
2026-01-08T19:00,64,37.0,38.2,1095.0,38.1,10.9,77.0
2026-01-08T20:00,64,33.6,34.8,1197.0,38.4,10.1,68.0
2026-01-08T21:00,64,32.5,33.6,1249.0,38.7,9.1,55.0
2026-01-08T22:00,64,36.7,38.6,1233.0,39.0,8.8,45.0
2026-01-08T23:00,64,33.4,34.7,1115.0,39.1,9.7,41.0
2026-01-09T00:00,65,29.5,30.0,929.0,39.1,11.4,39.0
2026-01-09T01:00,65,27.5,27.9,765.0,39.1,13.0,38.0
2026-01-09T02:00,65,26.3,26.5,630.0,39.1,14.3,37.0
2026-01-09T03:00,65,25.6,25.8,516.0,39.1,15.6,36.0
2026-01-09T04:00,65,25.7,25.8,492.0,39.2,16.9,35.0
2026-01-09T05:00,64,26.1,26.4,640.0,40.0,18.4,32.0
2026-01-09T06:00,64,27.2,27.5,878.0,41.1,19.9,28.0
2026-01-09T07:00,63,31.4,31.9,1028.0,39.9,19.5,39.0
2026-01-09T08:00,63,32.8,33.4,993.0,36.9,18.8,50.0
2026-01-09T09:00,63,32.6,33.3,871.0,32.6,17.7,67.0
2026-01-09T10:00,63,30.2,31.3,777.0,28.7,16.5,84.0
2026-01-09T11:00,63,28.4,29.6,768.0,25.6,14.9,103.0
2026-01-09T12:00,63,28.1,29.3,788.0,23.0,13.1,123.0
2026-01-09T13:00,63,28.6,29.7,786.0,21.4,12.3,139.0
2026-01-09T14:00,64,29.7,30.7,683.0,20.3,13.2,153.0
2026-01-09T15:00,66,31.2,32.2,559.0,20.2,15.1,164.0
2026-01-09T16:00,66,31.7,32.7,601.0,23.0,16.8,164.0
2026-01-09T17:00,64,34.7,35.5,1017.0,31.2,18.0,145.0
2026-01-09T18:00,64,40.0,40.9,1599.0,42.2,19.1,114.0
2026-01-09T19:00,65,55.4,56.9,1911.0,57.8,18.8,73.0
2026-01-09T20:00,65,49.8,51.2,1667.0,56.4,17.7,67.0
2026-01-09T21:00,66,48.1,51.0,1151.0,54.9,16.4,58.0
2026-01-09T22:00,66,53.3,58.0,784.0,55.6,17.2,49.0
2026-01-09T23:00,67,63.6,68.9,761.0,61.0,21.8,40.0
2026-01-10T00:00,68,67.5,72.6,886.0,68.8,28.4,30.0
2026-01-10T01:00,69,67.8,72.6,988.0,74.5,34.2,23.0
2026-01-10T02:00,71,68.5,72.9,996.0,76.4,38.3,19.0
2026-01-10T03:00,72,69.8,73.8,980.0,76.3,41.6,16.0
2026-01-10T04:00,73,69.6,73.3,982.0,74.7,43.7,15.0
2026-01-10T05:00,75,67.3,70.5,1040.0,71.4,43.8,13.0
2026-01-10T06:00,76,65.0,67.8,1115.0,66.7,42.6,11.0
2026-01-10T07:00,78,52.7,54.9,1135.0,54.2,33.5,20.0
2026-01-10T08:00,78,49.4,51.8,1049.0,51.7,36.3,37.0
2026-01-10T09:00,79,50.1,53.7,906.0,47.9,39.9,62.0
2026-01-10T10:00,79,44.5,46.2,785.0,42.6,40.7,88.0
2026-01-10T11:00,80,37.7,39.2,708.0,34.1,36.0,117.0
2026-01-10T12:00,80,34.9,36.2,651.0,24.1,28.5,148.0
2026-01-10T13:00,80,34.2,35.4,626.0,16.9,22.5,171.0
2026-01-10T14:00,81,34.7,35.7,560.0,13.9,19.9,185.0
2026-01-10T15:00,81,34.3,35.4,524.0,13.8,18.8,192.0
2026-01-10T16:00,81,35.2,36.2,744.0,16.7,18.5,188.0
2026-01-10T17:00,81,37.4,38.3,1543.0,24.6,19.0,167.0
2026-01-10T18:00,81,41.4,42.3,2598.0,35.6,20.2,134.0
2026-01-10T19:00,81,59.6,61.2,3156.0,52.4,23.0,90.0
2026-01-10T20:00,81,59.8,61.5,2743.0,52.3,24.5,82.0
2026-01-10T21:00,82,58.3,59.8,1834.0,52.2,26.5,71.0
2026-01-10T22:00,82,59.3,60.8,1103.0,51.9,27.4,62.0
2026-01-10T23:00,82,61.2,62.6,809.0,51.1,26.2,56.0
2026-01-11T00:00,82,60.1,61.9,694.0,50.0,23.9,52.0
2026-01-11T01:00,82,55.9,57.5,653.0,49.4,22.0,48.0
2026-01-11T02:00,81,51.7,53.3,644.0,49.0,20.4,45.0
2026-01-11T03:00,81,52.2,54.5,710.0,49.1,19.2,44.0
2026-01-11T04:00,80,57.7,60.8,874.0,50.8,19.9,40.0
2026-01-11T05:00,80,68.5,71.0,1251.0,56.2,24.0,30.0
2026-01-11T06:00,80,76.8,78.7,1725.0,63.3,30.1,18.0
2026-01-11T07:00,80,80.3,82.0,1973.0,59.0,26.7,18.0
2026-01-11T08:00,81,74.3,75.9,1794.0,55.0,30.3,39.0
2026-01-11T09:00,82,58.9,61.0,1388.0,49.1,35.0,68.0
2026-01-11T10:00,82,55.4,57.6,1032.0,42.3,36.6,96.0
2026-01-11T11:00,83,56.7,58.8,815.0,33.1,31.8,121.0
2026-01-11T12:00,83,52.0,53.8,648.0,22.8,23.9,145.0
2026-01-11T13:00,84,43.7,45.3,538.0,16.7,18.0,160.0
2026-01-11T14:00,84,41.0,42.6,466.0,17.6,16.6,163.0
2026-01-11T15:00,84,41.8,43.3,451.0,22.7,17.3,157.0
2026-01-11T16:00,85,43.8,45.3,558.0,28.2,18.0,148.0
2026-01-11T17:00,85,46.4,47.7,929.0,34.0,18.3,135.0
2026-01-11T18:00,85,45.3,46.6,1421.0,40.2,18.7,119.0
2026-01-11T19:00,85,42.3,43.4,1676.0,43.5,18.6,105.0
2026-01-11T20:00,85,35.2,36.6,1455.0,41.3,17.4,96.0
2026-01-11T21:00,84,30.6,32.6,995.0,36.2,15.8,90.0
2026-01-11T22:00,83,28.4,30.4,653.0,33.1,14.5,82.0
2026-01-11T23:00,82,27.9,29.7,581.0,34.0,13.9,71.0
2026-01-12T00:00,81,28.3,30.4,625.0,36.9,13.8,60.0
2026-01-12T01:00,80,30.4,32.6,685.0,40.1,14.2,49.0
2026-01-12T02:00,79,34.1,36.8,701.0,43.4,15.3,40.0
2026-01-12T03:00,78,39.9,43.2,732.0,47.0,17.0,33.0
2026-01-12T04:00,78,45.3,48.8,850.0,50.0,18.8,27.0
2026-01-12T05:00,78,48.4,51.9,1183.0,52.3,20.4,19.0
2026-01-12T06:00,77,50.6,54.0,1603.0,54.1,22.2,11.0
2026-01-12T07:00,76,75.4,78.7,1801.0,60.0,17.5,22.0
2026-01-12T08:00,76,47.6,51.6,1561.0,55.6,20.0,41.0
2026-01-12T09:00,75,37.3,41.8,1099.0,49.4,23.4,69.0
2026-01-12T10:00,74,38.3,39.9,754.0,43.1,25.3,96.0
2026-01-12T11:00,74,38.4,39.8,676.0,36.4,24.4,121.0
2026-01-12T12:00,73,37.4,38.6,714.0,29.6,22.2,146.0
2026-01-12T13:00,73,36.6,37.7,756.0,25.5,20.4,163.0
2026-01-12T14:00,72,36.6,37.7,763.0,25.5,20.0,172.0
2026-01-12T15:00,72,37.3,38.3,775.0,28.1,20.2,174.0
2026-01-12T16:00,72,37.5,38.6,794.0,31.9,20.2,166.0
2026-01-12T17:00,72,36.1,37.1,835.0,38.1,20.0,142.0
2026-01-12T18:00,72,35.3,36.4,884.0,45.5,19.8,108.0
2026-01-12T19:00,71,35.9,37.1,904.0,46.8,18.2,88.0
2026-01-12T20:00,71,28.9,31.4,873.0,41.5,16.6,87.0
2026-01-12T21:00,71,24.3,26.5,814.0,34.2,14.4,86.0
2026-01-12T22:00,71,21.0,23.3,753.0,28.8,12.5,83.0
2026-01-12T23:00,70,19.0,21.5,692.0,27.1,11.1,79.0
2026-01-13T00:00,70,18.2,21.1,629.0,27.4,9.9,73.0
2026-01-13T01:00,70,18.7,21.8,593.0,28.4,9.4,67.0
2026-01-13T02:00,69,20.3,23.5,577.0,29.5,9.5,61.0
2026-01-13T03:00,69,22.4,26.0,586.0,31.3,10.2,54.0
2026-01-13T04:00,68,24.9,28.8,667.0,34.7,11.9,48.0
2026-01-13T05:00,68,26.8,31.0,906.0,41.8,15.6,39.0
2026-01-13T06:00,67,29.5,33.9,1217.0,50.5,20.3,30.0
2026-01-13T07:00,66,42.3,46.7,1384.0,52.9,21.9,26.0
2026-01-13T08:00,65,30.7,35.2,1274.0,47.5,20.3,40.0
2026-01-13T09:00,64,29.3,34.2,1019.0,39.9,18.1,60.0
2026-01-13T10:00,64,28.3,32.5,806.0,33.4,16.8,82.0
2026-01-13T11:00,64,29.3,31.3,701.0,29.1,17.3,106.0
2026-01-13T12:00,64,32.9,34.7,636.0,26.0,18.6,132.0
2026-01-13T13:00,64,35.9,37.5,597.0,23.9,19.7,153.0
2026-01-13T14:00,67,37.7,39.2,575.0,22.5,20.1,170.0
2026-01-13T15:00,69,38.2,39.6,577.0,22.3,20.2,182.0
2026-01-13T16:00,69,38.9,40.4,613.0,24.2,20.0,181.0
2026-01-13T17:00,65,37.7,39.5,721.0,30.8,19.6,157.0
2026-01-13T18:00,64,39.7,41.2,863.0,39.6,19.0,121.0
2026-01-13T19:00,64,53.1,55.2,930.0,52.2,21.1,88.0
2026-01-13T20:00,64,40.5,42.8,850.0,45.9,19.0,85.0
2026-01-13T21:00,65,30.9,33.2,695.0,37.2,16.0,80.0
2026-01-13T22:00,65,24.4,26.5,569.0,30.7,13.4,75.0
2026-01-13T23:00,65,21.0,22.9,513.0,28.4,11.5,70.0
2026-01-14T00:00,65,18.6,20.7,486.0,28.3,10.1,64.0
2026-01-14T01:00,65,17.9,20.0,472.0,29.0,9.4,58.0
2026-01-14T02:00,65,18.5,20.7,448.0,29.8,9.5,53.0
2026-01-14T03:00,65,20.4,22.9,436.0,31.4,10.3,48.0
2026-01-14T04:00,65,23.0,25.7,494.0,34.5,12.0,42.0
2026-01-14T05:00,65,25.5,28.5,690.0,41.2,15.4,33.0
2026-01-14T06:00,65,29.5,32.7,956.0,49.3,19.6,24.0
2026-01-14T07:00,65,41.8,45.3,1137.0,52.1,20.4,20.0
2026-01-14T08:00,65,30.0,33.6,1159.0,47.0,19.8,33.0
2026-01-14T09:00,65,27.4,31.2,1098.0,39.8,18.9,52.0
2026-01-14T10:00,65,25.8,28.9,1025.0,33.6,18.1,74.0
2026-01-14T11:00,65,28.8,30.4,952.0,29.4,17.5,100.0
2026-01-14T12:00,65,36.8,38.5,869.0,26.3,17.1,129.0
2026-01-14T13:00,65,40.2,41.8,814.0,24.5,16.8,151.0
2026-01-14T14:00,66,41.1,42.6,814.0,24.4,16.9,164.0
2026-01-14T15:00,67,40.5,42.0,843.0,25.6,17.3,169.0
2026-01-14T16:00,66,36.7,38.2,860.0,27.0,17.1,165.0
2026-01-14T17:00,65,30.2,31.7,856.0,28.7,16.0,145.0
2026-01-14T18:00,65,29.6,32.4,841.0,30.7,14.4,116.0
2026-01-14T19:00,64,29.0,31.7,802.0,36.0,15.1,88.0
2026-01-14T20:00,64,23.3,25.6,724.0,33.8,14.2,84.0
2026-01-14T21:00,63,19.6,21.8,622.0,30.8,12.9,79.0
2026-01-14T22:00,63,17.3,19.8,532.0,28.4,11.7,74.0
2026-01-14T23:00,62,16.2,18.9,462.0,27.2,10.6,71.0
2026-01-15T00:00,62,14.8,17.3,403.0,26.6,9.6,69.0
2026-01-15T01:00,62,14.2,16.8,362.0,26.3,8.9,66.0
2026-01-15T02:00,62,14.2,16.8,328.0,26.0,8.5,62.0
2026-01-15T03:00,62,14.6,17.3,312.0,26.0,8.4,58.0
2026-01-15T04:00,62,15.7,18.5,351.0,27.4,9.1,53.0
2026-01-15T05:00,61,17.5,20.4,487.0,31.9,11.2,45.0
2026-01-15T06:00,61,20.8,23.8,679.0,37.9,14.1,37.0
2026-01-15T07:00,61,25.4,28.3,835.0,38.7,13.9,34.0
2026-01-15T08:00,60,23.1,26.7,941.0,35.4,13.9,48.0
2026-01-15T09:00,60,24.2,28.3,1013.0,30.8,13.8,67.0
2026-01-15T10:00,60,24.0,27.1,1003.0,26.4,13.8,88.0
2026-01-15T11:00,60,26.2,27.4,846.0,22.6,13.9,111.0
2026-01-15T12:00,61,29.3,30.4,607.0,19.0,13.9,136.0
2026-01-15T13:00,65,31.4,32.4,440.0,16.7,14.0,155.0
2026-01-15T14:00,67,34.3,35.3,421.0,16.1,14.1,168.0
2026-01-15T15:00,68,34.5,35.3,474.0,16.7,14.2,176.0
2026-01-15T16:00,68,34.9,35.9,524.0,18.2,13.9,173.0
2026-01-15T17:00,64,34.0,35.3,551.0,21.4,13.1,152.0
2026-01-15T18:00,55,29.4,30.9,575.0,25.5,11.9,121.0
2026-01-15T19:00,55,26.6,29.4,582.0,27.6,10.6,93.0
2026-01-15T20:00,54,20.9,23.2,560.0,26.6,10.3,90.0
2026-01-15T21:00,54,17.6,19.8,520.0,25.2,9.9,86.0
2026-01-15T22:00,54,15.7,18.1,483.0,24.3,9.5,82.0
2026-01-15T23:00,53,14.4,16.8,453.0,24.3,9.0,78.0
2026-01-16T00:00,53,13.4,15.8,427.0,24.9,8.5,73.0
2026-01-16T01:00,53,13.6,16.0,408.0,25.9,8.4,67.0
2026-01-16T02:00,53,14.6,17.0,363.0,27.1,8.7,60.0
2026-01-16T03:00,53,16.0,18.6,326.0,28.8,9.3,53.0
2026-01-16T04:00,53,17.9,20.6,408.0,31.4,10.4,46.0
2026-01-16T05:00,53,20.1,23.0,749.0,36.4,12.7,37.0
2026-01-16T06:00,54,23.5,26.5,1208.0,42.5,15.5,28.0
2026-01-16T07:00,54,37.5,41.8,1473.0,50.0,19.4,23.0
2026-01-16T08:00,56,26.8,31.4,1352.0,46.3,17.7,36.0
2026-01-16T09:00,57,26.4,31.4,1037.0,41.0,15.4,54.0
2026-01-16T10:00,57,28.9,31.3,792.0,36.0,13.4,74.0
2026-01-16T11:00,58,35.0,37.3,726.0,31.4,12.2,95.0
2026-01-16T12:00,59,38.8,40.7,729.0,27.0,11.3,117.0
2026-01-16T13:00,61,39.9,41.8,738.0,24.0,10.9,135.0
